violation_id,violation_type,fine_amount,severity,accident_involved,average_speed,violation_date,violation_time,hour,day_name,month,year,time_period,is_weekend,driver_id,driver_age,age_group,driver_gender,license_type,previous_violations,offender_type,vehicle_id,vehicle_type,vehicle_brand,vehicle_age,fuel_type,city_name,state_name,area_name,road_type,latitude,longitude,risk_zone
V006253,Overspeeding,1817.96,Medium,False,29.5,2024-05-28,05:41:00,5,Tuesday,5,2024,Night,False,D01049,54,51+,Male,HMV,4,Habitual,VH01544,Truck,Ashok Leyland,11,EV,Mumbai,Maharashtra,Chembur,Arterial,19.06485135779324,72.91033314442711,Medium
V006254,No Helmet,625.23,Low,False,29.8,2024-08-08,16:38:00,16,Thursday,8,2024,Afternoon,False,D01982,68,51+,Male,HMV,0,First-time,VH00721,Bike,Hero,14,Diesel,Pune,Maharashtra,Swargate,Intersection,18.524849336605584,73.83737787614345,Medium
V006255,Illegal Parking,355.74,Low,False,40.9,2025-09-27,16:03:00,16,Saturday,9,2025,Afternoon,True,D02921,38,36-50,Male,LMV-NT,2,Repeat,VH07727,Car,Tata,2,EV,Mumbai,Maharashtra,Borivali,Residential,19.141725456920984,72.83211005024705,Low
V006256,Triple Riding,621.1,Medium,False,68.8,2024-05-08,19:19:00,19,Wednesday,5,2024,Evening,False,D00241,31,26-35,Male,No License,1,Repeat,VH02642,Auto,Piaggio,6,Petrol,Kolkata,West Bengal,Kolkata,Rural,20.00693713108176,78.00992857210568,Low
V006257,No Helmet,651.16,Medium,False,30.6,2024-05-22,22:02:00,22,Wednesday,5,2024,Night,False,D02335,21,18-25,Male,LMV,1,Repeat,VH02759,Bike,TVS,2,Petrol,Ahmedabad,Gujarat,Ahmedabad,Rural,20.000471190318937,77.9909963629028,Medium
V006258,Signal Jumping,690.37,Critical,False,47.6,2025-11-23,11:22:00,11,Sunday,11,2025,Morning,True,D04164,39,36-50,Female,LMV-NT,7,Habitual,VH06038,Bike,Bajaj,0,EV,Bhopal,Madhya Pradesh,Bhopal,Arterial,19.995831739053575,77.99996095858955,Critical
V006259,Drunk Driving,2827.27,Low,False,42.5,2024-01-27,05:44:00,5,Saturday,1,2024,Night,True,D00237,27,26-35,Male,No License,1,Repeat,VH07087,Car,Honda,1,Petrol,Mumbai,Maharashtra,Andheri-Kurla,Arterial,19.083369818145833,72.84144246285877,Low
V006260,Signal Jumping,504.43,High,False,20.8,2024-03-29,21:20:00,21,Friday,3,2024,Night,False,D01908,62,51+,Male,No License,1,Repeat,VH02468,Bike,KTM,6,CNG,Chennai,Tamil Nadu,Chennai,Market,19.9961856605773,78.00254690631478,High
V006261,Illegal Parking,183.56,Medium,False,23.2,2025-06-01,01:20:00,1,Sunday,6,2025,Night,True,D03596,23,18-25,Male,MCWOG,2,Repeat,VH05953,Auto,Bajaj,15,Petrol,Delhi,Delhi,Pitampura,Residential,28.697019639617217,77.10466529772131,High
V006262,Document Expired,282.77,Medium,False,17.5,2025-04-17,14:36:00,14,Thursday,4,2025,Afternoon,False,D04274,50,36-50,Male,LMV-NT,1,Repeat,VH02628,Car,Mahindra,11,Petrol,Pune,Maharashtra,Swargate,Intersection,18.531643548334586,73.83601341764991,Low
V006263,Triple Riding,475.98,High,False,43.2,2024-03-16,12:09:00,12,Saturday,3,2024,Afternoon,True,D04923,53,51+,Male,MCWOG,2,Repeat,VH03741,Bike,Hero,1,Petrol,Kolkata,West Bengal,Kolkata,Rural,19.996192764467587,78.00055593762194,High
V006264,No Helmet,719.17,Low,False,36.3,2024-04-18,12:57:00,12,Thursday,4,2024,Afternoon,False,D02908,41,36-50,Male,LMV-NT,0,First-time,VH03260,Truck,Ashok Leyland,2,Diesel,Delhi,Delhi,Pitampura,Residential,28.699222312288967,77.10031637091559,Medium
V006265,No Helmet,483.08,High,False,26.1,2025-12-12,11:18:00,11,Friday,12,2025,Morning,False,D03041,27,26-35,Male,LMV,1,Repeat,VH07907,Truck,Eicher,1,Diesel,Mumbai,Maharashtra,Marine Drive,Coastal,18.958778061390152,72.81642099435835,High
V006266,No Seatbelt,752.7,Medium,False,12.9,2025-11-09,19:08:00,19,Sunday,11,2025,Evening,True,D01144,66,51+,Male,LMV,2,Repeat,VH03297,Auto,TVS,11,Diesel,Jaipur,Rajasthan,Jaipur,Market,20.005761165289005,78.00103338644081,Medium
V006267,Overspeeding,1728.55,Medium,False,75.8,2025-08-10,09:47:00,9,Sunday,8,2025,Morning,True,D00371,58,51+,Male,MCWOG,5,Habitual,VH01059,Car,Mahindra,10,Diesel,Ahmedabad,Gujarat,Ahmedabad,Highway,19.994807447524032,78.0087135742289,Medium
V006268,No Helmet,857.99,Medium,False,70.8,2025-05-06,07:25:00,7,Tuesday,5,2025,Morning,False,D04015,56,51+,Female,No License,2,Repeat,VH01890,Truck,Ashok Leyland,15,EV,Bhopal,Madhya Pradesh,Bhopal,Highway,19.99099450013944,78.00925526309831,Low
V006269,Triple Riding,914.95,Medium,False,60.5,2025-04-20,17:21:00,17,Sunday,4,2025,Evening,True,D02789,46,36-50,Male,MCWG,0,First-time,VH06615,Bike,Hero,8,EV,Bhopal,Madhya Pradesh,Bhopal,Rural,19.991787554038137,77.99504952773812,Medium
V006270,Overspeeding,1980.55,High,False,25.9,2024-08-23,20:20:00,20,Friday,8,2024,Evening,False,D04102,55,51+,Female,No License,4,Habitual,VH07480,Bike,KTM,6,CNG,Delhi,Delhi,Connaught Place,Arterial,28.626774786530593,77.21291128207908,High
V006271,Signal Jumping,592.1,High,False,32.2,2024-07-09,21:57:00,21,Tuesday,7,2024,Night,False,D02465,70,51+,Female,HMV,3,Repeat,VH04757,Car,Tata,0,Petrol,Lucknow,Uttar Pradesh,Lucknow,Rural,19.993096087599998,77.99368147662217,High
V006272,Triple Riding,270.87,Medium,False,20.0,2024-05-22,00:38:00,0,Wednesday,5,2024,Night,False,D02044,63,51+,Male,LMV,2,Repeat,VH05177,Bike,Royal Enfield,11,Diesel,Ahmedabad,Gujarat,Ahmedabad,Residential,20.00975786275725,78.00179702225263,Medium
V006273,Overspeeding,1196.54,Critical,False,68.6,2024-02-21,14:35:00,14,Wednesday,2,2024,Afternoon,False,D02857,24,18-25,Male,LMV-NT,0,First-time,VH01041,SUV,Tata,8,CNG,Lucknow,Uttar Pradesh,Lucknow,Rural,20.009202965258183,77.99142950776576,Critical
V006274,Overspeeding,1256.94,High,False,88.9,2025-06-18,19:01:00,19,Wednesday,6,2025,Evening,False,D01315,46,36-50,Female,No License,0,First-time,VH05270,Car,Maruti Suzuki,6,Diesel,Mumbai,Maharashtra,Thane GB Road,Highway,19.19078706070745,72.97482080657066,High
V006275,No Helmet,652.03,Critical,False,38.9,2025-02-18,02:21:00,2,Tuesday,2,2025,Night,False,D04348,50,36-50,Male,MCWG,8,Habitual,VH07585,Car,Honda,13,Diesel,Nagpur,Maharashtra,Dharampeth,Arterial,21.151207831890034,79.08050552851978,Critical
V006276,Overspeeding,1729.85,Medium,False,36.7,2024-02-11,09:30:00,9,Sunday,2,2024,Morning,True,D02887,22,18-25,Male,MCWG,0,First-time,VH05635,Bike,Hero,6,CNG,Nagpur,Maharashtra,Kdk Road,Arterial,21.19406243785127,79.06307931220591,Medium
V006277,Illegal Parking,292.16,High,False,33.4,2024-05-01,08:33:00,8,Wednesday,5,2024,Morning,False,D01912,64,51+,Male,HMV,2,Repeat,VH07928,Car,Toyota,2,CNG,Ahmedabad,Gujarat,Ahmedabad,Arterial,20.004624229470377,77.99467275789732,High
V006278,Illegal Parking,348.59,High,False,32.9,2024-08-15,01:28:00,1,Thursday,8,2024,Night,False,D03095,40,36-50,Female,HMV,2,Repeat,VH06145,Bike,Honda,10,Petrol,Ahmedabad,Gujarat,Ahmedabad,Residential,20.004189546148904,78.00210520074943,High
V006279,Signal Jumping,981.46,Medium,False,58.2,2025-02-09,18:37:00,18,Sunday,2,2025,Evening,True,D01630,58,51+,Male,HMV,0,First-time,VH07289,Car,Honda,0,Petrol,Jaipur,Rajasthan,Jaipur,Rural,19.99133856823618,77.99388496947773,Low
V006280,Illegal Parking,265.81,High,False,31.1,2025-10-17,18:30:00,18,Friday,10,2025,Evening,False,D03194,43,36-50,Male,LMV-NT,4,Habitual,VH04931,Bike,Honda,3,Petrol,Nagpur,Maharashtra,Pratap Nagar,Residential,21.13692051168223,79.05227678858456,High
V006281,No Helmet,627.28,High,False,106.3,2025-03-21,22:15:00,22,Friday,3,2025,Night,False,D03888,18,18-25,Male,LMV-NT,4,Habitual,VH07487,Car,Honda,6,EV,Kolkata,West Bengal,Kolkata,Highway,19.99741220034809,77.99112104824616,High
V006282,Triple Riding,337.76,Low,False,38.8,2024-02-04,07:49:00,7,Sunday,2,2024,Morning,True,D04077,54,51+,Male,No License,0,First-time,VH07838,Car,Mahindra,14,Petrol,Bengaluru,Karnataka,Whitefield,Arterial,12.96397638010759,77.63823858481165,High
V006283,Illegal Parking,337.55,Medium,False,14.5,2024-06-09,09:46:00,9,Sunday,6,2024,Morning,True,D04645,59,51+,Female,LMV,0,First-time,VH01289,Truck,BharatBenz,11,Petrol,Mumbai,Maharashtra,Dadar Junction,Intersection,19.03277296371617,72.86399590105431,Low
V006284,Illegal Parking,350.2,Medium,False,56.2,2025-11-04,22:00:00,22,Tuesday,11,2025,Night,False,D01187,67,51+,Male,No License,0,First-time,VH03248,Truck,Ashok Leyland,15,CNG,Bengaluru,Karnataka,Whitefield,Arterial,12.970670202309773,77.6462447898648,Medium
V006285,Signal Jumping,944.96,High,False,96.2,2024-05-20,13:36:00,13,Monday,5,2024,Afternoon,False,D01192,39,36-50,Male,MCWOG,2,Repeat,VH01215,Bike,Honda,8,EV,Ahmedabad,Gujarat,Ahmedabad,Highway,20.005339719843686,77.99241986572726,High
V006286,Wrong Side Driving,636.45,Medium,False,52.6,2024-11-30,13:04:00,13,Saturday,11,2024,Afternoon,True,D02040,39,36-50,Male,LMV,0,First-time,VH07606,Bike,Bajaj,5,Diesel,Bengaluru,Karnataka,Whitefield,Arterial,12.971412562318617,77.63246720590362,High
V006287,Signal Jumping,691.67,Low,False,40.6,2024-04-11,18:56:00,18,Thursday,4,2024,Evening,False,D03853,19,18-25,Female,HMV,1,Repeat,VH05672,Truck,Mahindra,2,Diesel,Bengaluru,Karnataka,Manyata Tech Park,Arterial,13.015280008941701,77.62267191263419,Low
V006288,Wrong Side Driving,985.9,Low,False,51.6,2024-06-15,03:17:00,3,Saturday,6,2024,Night,True,D03098,46,36-50,Male,No License,2,Repeat,VH07308,Car,Maruti Suzuki,15,EV,Delhi,Delhi,Connaught Place,Arterial,28.62654342609712,77.22537956953026,High
V006289,Wrong Side Driving,587.31,Low,False,74.6,2024-03-11,00:15:00,0,Monday,3,2024,Night,False,D03877,31,26-35,Male,MCWOG,1,Repeat,VH04645,Car,Toyota,5,CNG,Jaipur,Rajasthan,Jaipur,Highway,20.005877720055537,77.99735550545199,High
V006290,Drunk Driving,2616.9,Low,False,26.3,2024-04-17,19:45:00,19,Wednesday,4,2024,Evening,False,D03796,32,26-35,Male,LMV-NT,0,First-time,VH06882,Car,Maruti Suzuki,8,Petrol,Ahmedabad,Gujarat,Ahmedabad,Arterial,19.99818351240913,77.99912515591954,Medium
V006291,Drunk Driving,3870.45,Low,False,9.4,2024-01-16,00:09:00,0,Tuesday,1,2024,Night,False,D02522,32,26-35,Male,MCWG,0,First-time,VH05031,Bike,Bajaj,6,EV,Chennai,Tamil Nadu,Chennai,Intersection,20.00220746938124,77.99648525065766,Low
V006292,No Helmet,779.19,Critical,False,39.6,2025-02-12,18:27:00,18,Wednesday,2,2025,Evening,False,D00038,24,18-25,Male,HMV,2,Repeat,VH03884,Bike,Hero,1,Diesel,Ahmedabad,Gujarat,Ahmedabad,Residential,20.005040246208484,77.99389113789276,Critical
V006293,Wrong Side Driving,825.64,Low,False,46.9,2025-08-16,20:52:00,20,Saturday,8,2025,Evening,True,D02041,32,26-35,Male,MCWOG,0,First-time,VH00936,Auto,TVS,1,Diesel,Lucknow,Uttar Pradesh,Lucknow,Arterial,20.00557473286001,77.9903280100813,High
V006294,No Helmet,213.43,Medium,False,21.3,2025-03-18,21:33:00,21,Tuesday,3,2025,Night,False,D01063,18,18-25,Male,LMV-NT,0,First-time,VH02812,Car,Maruti Suzuki,11,Diesel,Delhi,Delhi,Karol Bagh,Market,28.656217754536264,77.22518199246737,High
V006295,Using Mobile,1461.6,Critical,False,96.6,2025-11-20,12:38:00,12,Thursday,11,2025,Afternoon,False,D00539,47,36-50,Male,MCWOG,1,Repeat,VH03265,Bike,Bajaj,2,EV,Jaipur,Rajasthan,Jaipur,Highway,20.00837021792898,77.99211160818895,Critical
V006296,Using Mobile,1752.19,Medium,False,43.6,2024-07-23,06:53:00,6,Tuesday,7,2024,Morning,False,D03319,38,36-50,Male,HMV,4,Habitual,VH00018,Truck,Eicher,14,CNG,Chennai,Tamil Nadu,Chennai,Arterial,20.005781167166276,77.99427060878627,Medium
V006297,Signal Jumping,880.84,Critical,False,24.3,2024-01-10,05:06:00,5,Wednesday,1,2024,Night,False,D02059,41,36-50,Male,LMV,2,Repeat,VH03789,Bike,Royal Enfield,2,Diesel,Nagpur,Maharashtra,Civil Lines,Residential,21.152144307563013,79.0967962373445,Critical
V006298,Overspeeding,1501.76,High,False,32.0,2024-01-05,07:43:00,7,Friday,1,2024,Morning,False,D00897,41,36-50,Male,No License,0,First-time,VH00555,Car,Toyota,8,Diesel,Hyderabad,Telangana,Mehdipatnam,Intersection,17.345670362708404,78.4253195023538,High
V006299,Overspeeding,1350.53,Low,False,35.4,2024-02-28,12:53:00,12,Wednesday,2,2024,Afternoon,False,D02905,24,18-25,Male,LMV-NT,0,First-time,VH07272,Bike,Bajaj,14,EV,Nagpur,Maharashtra,Kdk Road,Arterial,21.19808246377721,79.06965528056257,High
V006300,No Seatbelt,606.32,High,True,25.8,2024-06-22,14:03:00,14,Saturday,6,2024,Afternoon,True,D03527,27,26-35,Male,HMV,3,Repeat,VH07768,Truck,Eicher,0,Diesel,Chennai,Tamil Nadu,Chennai,Arterial,20.008061713827285,77.991971752429,High
V006301,No Seatbelt,315.01,High,False,54.1,2025-03-23,06:04:00,6,Sunday,3,2025,Morning,True,D01942,67,51+,Male,No License,1,Repeat,VH02840,Bike,Hero,2,CNG,Pune,Maharashtra,Bavdhan,Arterial,18.56414013232539,73.78243654772966,High
V006302,Drunk Driving,4078.68,Critical,False,43.1,2025-08-06,05:16:00,5,Wednesday,8,2025,Night,False,D04066,41,36-50,Male,No License,1,Repeat,VH06680,Bike,KTM,13,Diesel,Lucknow,Uttar Pradesh,Lucknow,Rural,19.99423253443802,78.00791803536858,Critical
V006303,No Helmet,906.32,High,False,44.3,2025-03-02,04:52:00,4,Sunday,3,2025,Night,True,D04266,42,36-50,Female,LMV-NT,1,Repeat,VH01956,Car,Maruti Suzuki,0,Petrol,Pune,Maharashtra,Aundh,Residential,18.557260832904255,73.81955690112073,High
V006304,Signal Jumping,766.23,Low,False,13.5,2024-06-17,04:59:00,4,Monday,6,2024,Night,False,D01178,51,51+,Male,HMV,1,Repeat,VH06978,Car,Hyundai,10,CNG,Nagpur,Maharashtra,Itwari Bazaar,Market,21.1080174853204,79.0922452317628,Medium
V006305,Triple Riding,247.83,Medium,False,54.3,2025-09-27,19:19:00,19,Saturday,9,2025,Evening,True,D01146,21,18-25,Male,MCWG,4,Habitual,VH01335,Truck,Tata,15,Petrol,Lucknow,Uttar Pradesh,Lucknow,Rural,20.005608694338868,77.99956696399106,High
V006306,Signal Jumping,622.42,Medium,False,42.0,2024-02-22,03:38:00,3,Thursday,2,2024,Night,False,D00644,61,51+,Male,LMV-NT,0,First-time,VH00900,Bike,KTM,5,EV,Ahmedabad,Gujarat,Ahmedabad,Arterial,20.00648514496675,77.99877245162439,Low
V006307,Signal Jumping,729.23,High,False,96.7,2024-12-27,17:42:00,17,Friday,12,2024,Evening,False,D02461,51,51+,Male,LMV-NT,0,First-time,VH01602,Bike,Royal Enfield,14,EV,Chennai,Tamil Nadu,Chennai,Highway,19.998994556333624,77.99524263017409,High
V006308,No Seatbelt,724.0,Critical,False,29.7,2025-01-15,01:19:00,1,Wednesday,1,2025,Night,False,D00254,39,36-50,Male,MCWOG,4,Habitual,VH04902,Bike,Royal Enfield,10,EV,Pune,Maharashtra,Hadapsar,Arterial,18.48475963622348,73.81181753682158,Critical
V006309,Using Mobile,1872.46,Low,False,95.9,2024-04-26,00:51:00,0,Friday,4,2024,Night,False,D04670,28,26-35,Male,LMV,4,Habitual,VH03687,Bike,KTM,4,Petrol,Bhopal,Madhya Pradesh,Bhopal,Highway,19.996359231229253,78.00702479384147,Low
V006310,Overspeeding,1664.43,High,False,20.5,2025-08-09,23:35:00,23,Saturday,8,2025,Night,True,D03678,53,51+,Male,LMV,3,Repeat,VH02396,Bike,KTM,15,Diesel,Chennai,Tamil Nadu,Chennai,Intersection,19.991800654715504,77.99545196978805,High
V006311,Drunk Driving,2154.73,Medium,False,53.7,2025-03-11,03:14:00,3,Tuesday,3,2025,Night,False,D01531,51,51+,Female,LMV-NT,0,First-time,VH07361,Bike,KTM,6,Petrol,Kolkata,West Bengal,Kolkata,Arterial,19.99575996562901,77.99713510233882,Low
V006312,Signal Jumping,549.21,Medium,False,27.7,2025-02-24,09:58:00,9,Monday,2,2025,Morning,False,D02758,32,26-35,Female,MCWOG,5,Habitual,VH02791,Car,Mahindra,4,Diesel,Pune,Maharashtra,Hadapsar,Arterial,18.496333473834834,73.82174155693143,Medium
V006313,Signal Jumping,810.45,Critical,False,9.6,2025-03-10,04:02:00,4,Monday,3,2025,Night,False,D01921,37,36-50,Male,HMV,1,Repeat,VH02077,Bus,Ashok Leyland,4,Petrol,Jaipur,Rajasthan,Jaipur,Market,20.00553539002906,77.99200663386102,Critical
V006314,Signal Jumping,971.8,High,False,37.0,2025-07-14,16:12:00,16,Monday,7,2025,Afternoon,False,D01876,23,18-25,Male,HMV,4,Habitual,VH05724,Bike,KTM,1,Diesel,Chennai,Tamil Nadu,Chennai,Arterial,19.99852524605717,78.00129745345747,High
V006315,No Helmet,981.01,Low,False,44.8,2025-03-28,11:58:00,11,Friday,3,2025,Morning,False,D04724,36,36-50,Male,LMV,1,Repeat,VH03914,Car,Honda,13,Petrol,Ahmedabad,Gujarat,Ahmedabad,Residential,20.002407021190873,77.99592715564475,Low
V006316,Wrong Side Driving,818.98,Low,False,52.5,2024-06-21,12:03:00,12,Friday,6,2024,Afternoon,False,D01210,56,51+,Male,LMV,0,First-time,VH03993,Bike,Hero,15,CNG,Hyderabad,Telangana,LB Nagar,Arterial,17.322239939818765,78.48137090141987,Low
V006317,Overspeeding,1859.49,High,False,7.7,2025-04-20,21:04:00,21,Sunday,4,2025,Night,True,D04798,23,18-25,Male,HMV,2,Repeat,VH00802,Bike,Bajaj,3,CNG,Bhopal,Madhya Pradesh,Bhopal,Intersection,19.99555516270917,77.99762701514575,High
V006318,Overspeeding,1176.24,Low,False,27.2,2025-11-06,15:32:00,15,Thursday,11,2025,Afternoon,False,D01886,41,36-50,Male,MCWOG,5,Habitual,VH00776,SUV,Honda,14,CNG,Ahmedabad,Gujarat,Ahmedabad,Residential,20.00686005388672,77.9981943874333,Low
V006319,No Helmet,508.56,Medium,False,33.9,2024-05-09,11:50:00,11,Thursday,5,2024,Morning,False,D03491,57,51+,Male,LMV,3,Repeat,VH07004,Auto,Piaggio,5,EV,Bengaluru,Karnataka,Malleshwaram,Residential,13.018211625888048,77.5743038390503,High
V006320,Overspeeding,1436.49,Medium,False,20.9,2024-03-31,23:16:00,23,Sunday,3,2024,Night,True,D02884,69,51+,Male,HMV,0,First-time,VH04602,Car,Tata,8,EV,Jaipur,Rajasthan,Jaipur,Intersection,20.000891111934717,78.00683058572892,Medium
V006321,Overspeeding,1575.22,Low,False,22.0,2025-02-28,00:54:00,0,Friday,2,2025,Night,False,D01537,31,26-35,Male,MCWG,0,First-time,VH01452,Car,Mahindra,7,EV,Lucknow,Uttar Pradesh,Lucknow,Market,19.992500262525173,78.00230568081767,Medium
V006322,Overspeeding,1415.32,Medium,False,18.9,2025-01-04,23:17:00,23,Saturday,1,2025,Night,True,D04893,54,51+,Male,LMV-NT,0,First-time,VH06488,Bike,Honda,7,Petrol,Nagpur,Maharashtra,Jaripatka,Market,21.077776527336876,79.09715113026574,High
V006323,Wrong Side Driving,735.62,Critical,False,6.9,2024-11-02,19:36:00,19,Saturday,11,2024,Evening,True,D04726,66,51+,Female,LMV,2,Repeat,VH05057,Bike,KTM,12,Diesel,Nagpur,Maharashtra,Sitabuldi,Intersection,21.151201268463335,79.08877026728894,Critical
V006324,Signal Jumping,588.14,Low,False,106.7,2025-06-15,07:48:00,7,Sunday,6,2025,Morning,True,D04612,19,18-25,Female,LMV-NT,2,Repeat,VH05882,Car,Mahindra,0,EV,Chennai,Tamil Nadu,Chennai,Highway,19.99664088673481,78.00484442183813,Medium
V006325,No Helmet,686.42,Medium,False,30.4,2024-06-23,11:46:00,11,Sunday,6,2024,Morning,True,D01240,50,36-50,Male,LMV,1,Repeat,VH00505,Bike,Royal Enfield,4,EV,Bengaluru,Karnataka,Basavanagudi,Residential,12.955371947723469,77.54429196216867,Low
V006326,Wrong Side Driving,810.19,Low,False,22.1,2024-04-12,13:49:00,13,Friday,4,2024,Afternoon,False,D02652,26,26-35,Male,No License,0,First-time,VH07613,Truck,Ashok Leyland,1,Petrol,Jaipur,Rajasthan,Jaipur,Market,19.997755004388065,77.99621884167915,High
V006327,Signal Jumping,793.3,Low,False,72.0,2024-09-07,09:29:00,9,Saturday,9,2024,Morning,True,D00492,70,51+,Male,MCWG,7,Habitual,VH00196,Bike,KTM,2,Petrol,Bengaluru,Karnataka,Hebbal Flyover,Highway,13.042145042644293,77.59020659905822,Medium
V006328,Overspeeding,1406.13,High,False,18.3,2024-05-07,14:55:00,14,Tuesday,5,2024,Afternoon,False,D04768,26,26-35,Male,LMV-NT,1,Repeat,VH03619,SUV,Honda,9,EV,Bengaluru,Karnataka,JP Nagar,Residential,12.918530453720088,77.55953875202522,High
V006329,Drunk Driving,3021.46,Low,False,41.8,2025-08-23,03:15:00,3,Saturday,8,2025,Night,True,D02184,52,51+,Male,HMV,1,Repeat,VH00994,Bike,Honda,11,Petrol,Hyderabad,Telangana,Charminar,Residential,17.368413171639986,78.55883916396571,Low
V006330,No Helmet,681.37,Low,False,42.8,2025-11-06,12:39:00,12,Thursday,11,2025,Afternoon,False,D03893,31,26-35,Male,LMV-NT,0,First-time,VH06086,Car,Tata,10,Petrol,Delhi,Delhi,India Gate Area,Arterial,28.621430481319567,77.23616601276309,High
V006331,Signal Jumping,778.16,Critical,False,44.4,2025-05-09,09:41:00,9,Friday,5,2025,Morning,False,D00283,23,18-25,Male,MCWG,0,First-time,VH02626,Bike,KTM,10,CNG,Pune,Maharashtra,Hadapsar,Arterial,18.495703965833656,73.81704189984501,Critical
V006332,Signal Jumping,657.21,Low,False,17.2,2024-02-21,18:27:00,18,Wednesday,2,2024,Evening,False,D04763,22,18-25,Male,MCWOG,0,First-time,VH02204,Bike,Royal Enfield,4,Diesel,Mumbai,Maharashtra,Borivali,Residential,19.151874480022595,72.84314377634693,Medium
V006333,Document Expired,265.18,High,False,24.4,2024-10-07,21:31:00,21,Monday,10,2024,Night,False,D01025,32,26-35,Female,MCWG,0,First-time,VH02988,Truck,Ashok Leyland,15,Petrol,Hyderabad,Telangana,Charminar,Residential,17.35238655165817,78.56004715921704,High
V006334,Drunk Driving,3373.4,Critical,False,62.3,2024-03-25,00:20:00,0,Monday,3,2024,Night,False,D00891,54,51+,Male,No License,0,First-time,VH00934,SUV,Toyota,14,EV,Jaipur,Rajasthan,Jaipur,Rural,20.00209913499338,77.99995364637496,Critical
V006335,Signal Jumping,772.93,Medium,False,29.1,2024-12-30,03:46:00,3,Monday,12,2024,Night,False,D01293,31,26-35,Male,MCWOG,1,Repeat,VH04528,Truck,Ashok Leyland,0,Petrol,Delhi,Delhi,India Gate Area,Arterial,28.606690212392497,77.22485254326809,Medium
V006336,Signal Jumping,642.0,Critical,False,35.5,2025-11-20,12:55:00,12,Thursday,11,2025,Afternoon,False,D02687,47,36-50,Male,HMV,1,Repeat,VH02580,Auto,Bajaj,11,Petrol,Pune,Maharashtra,Pashan,Residential,18.57267631925596,73.84435083182343,Critical
V006337,Using Mobile,604.56,Medium,False,23.3,2025-05-16,18:38:00,18,Friday,5,2025,Evening,False,D00862,46,36-50,Female,HMV,3,Repeat,VH01295,Car,Toyota,4,Diesel,Kolkata,West Bengal,Kolkata,Intersection,19.993094901384673,78.00732890300051,Medium
V006338,Wrong Side Driving,729.4,High,False,60.1,2024-08-17,19:28:00,19,Saturday,8,2024,Evening,True,D03835,41,36-50,Male,MCWG,0,First-time,VH02131,Bike,TVS,6,Diesel,Nagpur,Maharashtra,Automotive Square,Highway,21.079768332080207,79.06298712755236,High
V006339,Overspeeding,1108.39,Low,False,20.9,2024-08-16,15:07:00,15,Friday,8,2024,Afternoon,False,D01597,42,36-50,Male,MCWOG,3,Repeat,VH00282,Bus,Ashok Leyland,8,Petrol,Hyderabad,Telangana,Kukatpally,Residential,17.3720469936588,78.37068193365431,High
V006340,Triple Riding,516.33,Medium,False,36.1,2024-09-11,11:48:00,11,Wednesday,9,2024,Morning,False,D03264,38,36-50,Male,MCWOG,0,First-time,VH03048,Bus,Tata,2,CNG,Kolkata,West Bengal,Kolkata,Residential,19.99020972727011,77.99241211526959,High
V006341,Signal Jumping,879.57,Medium,False,24.9,2024-08-15,03:49:00,3,Thursday,8,2024,Night,False,D02750,33,26-35,Male,MCWOG,7,Habitual,VH06220,Bike,TVS,3,Petrol,Delhi,Delhi,Laxmi Nagar,Market,28.635658444132442,77.2739088921217,High
V006342,Wrong Side Driving,313.41,Medium,False,11.7,2024-12-20,18:31:00,18,Friday,12,2024,Evening,False,D00939,66,51+,Male,LMV,3,Repeat,VH06973,Car,Honda,10,EV,Kolkata,West Bengal,Kolkata,Market,20.00601774092609,77.99731634216505,High
V006343,Overspeeding,1579.91,High,False,35.8,2024-01-06,19:03:00,19,Saturday,1,2024,Evening,True,D00228,45,36-50,Male,No License,2,Repeat,VH00116,Truck,Mahindra,10,Petrol,Delhi,Delhi,Saket,Arterial,28.566037983310984,77.2132025863869,High
V006344,No Helmet,206.01,Critical,False,37.4,2024-12-16,00:46:00,0,Monday,12,2024,Night,False,D04285,49,36-50,Male,MCWOG,1,Repeat,VH02842,Car,Maruti Suzuki,12,Petrol,Hyderabad,Telangana,Secunderabad,Arterial,17.457793404053703,78.51265689794225,Critical
V006345,No Helmet,680.72,Medium,False,26.9,2024-12-04,23:03:00,23,Wednesday,12,2024,Night,False,D01689,57,51+,Male,LMV-NT,0,First-time,VH03614,Bike,Hero,2,Diesel,Delhi,Delhi,Pitampura,Residential,28.711607332459554,77.09614332916773,High
V006346,Overspeeding,1755.83,Medium,False,34.7,2025-07-01,06:34:00,6,Tuesday,7,2025,Morning,False,D03391,20,18-25,Male,MCWOG,1,Repeat,VH06965,SUV,Toyota,4,EV,Pune,Maharashtra,Wakad,Residential,18.578757266556863,73.81336990602394,High
V006347,Wrong Side Driving,394.72,Medium,False,46.0,2025-03-05,04:49:00,4,Wednesday,3,2025,Night,False,D03422,58,51+,Male,HMV,1,Repeat,VH02895,Truck,Ashok Leyland,13,Petrol,Nagpur,Maharashtra,Kamptee Road,Arterial,21.184173703433878,79.10916461293971,Low
V006348,Triple Riding,852.93,Medium,False,12.0,2025-09-26,02:22:00,2,Friday,9,2025,Night,False,D04999,24,18-25,Male,LMV,1,Repeat,VH05877,Bike,TVS,12,Diesel,Nagpur,Maharashtra,Wadi Junction,Intersection,21.09665336628325,79.04863235508218,Medium
