violation_id,city_sk,location_sk,driver_sk,vehicle_sk,time_key,violation_date,violation_time,violation_type,fine_amount,severity,accident_involved,road_type,average_speed,weather_condition,lane_affected,department_status,age_group,time_period,offender_type
V20240818006305,83,908,2074,4101,231,2024-08-18,20:45:49,Overspeeding,1400,High,No,National Highway,108,Clear,Lane 3,Notified,18-25,Evening,Repeat
V20240708006306,99,864,3613,955,190,2024-07-08,05:53:53,Overspeeding,700,High,No,State Highway,72,Cloudy,Multiple Lanes,Dispatched,36-45,Early Morning,First Time
V20251118006307,4,102,3007,3498,688,2025-11-18,09:17:00,Mobile Usage,3900,Medium,No,City Road,25,Clear,Lane 2,Active,36-45,Morning Peak,First Time
V20250118006308,5,1736,2023,1310,384,2025-01-18,19:07:11,Signal Jumping,1000,Medium,No,City Road,34,Foggy,Multiple Lanes,Under Review,36-45,Evening Peak,First Time
V20241104006309,65,1766,137,705,309,2024-11-04,06:35:05,No License,2400,High,No,City Road,46,Rainy,Lane 1,Active,26-35,Early Morning,Habitual
V20251206006310,24,2569,3614,90,706,2025-12-06,04:22:19,Wrong Parking,200,Low,No,City Road,49,Clear,Multiple Lanes,Dispatched,46-55,Late Night,First Time
V20250702006311,35,802,3615,4369,549,2025-07-02,18:04:30,Mobile Usage,4800,High,No,Expressway,111,Clear,Lane 2,Notified,26-35,Evening Peak,First Time
V20241016006312,47,263,3616,1840,290,2024-10-16,10:51:21,Red Light Violation,900,Medium,No,City Road,50,Clear,Lane 1,Active,26-35,Morning Peak,First Time
V20240213006313,5,2623,3617,4370,44,2024-02-13,07:43:38,Triple Riding,600,Medium,Yes,Local Street,17,Foggy,Lane 2,Under Review,46-55,Early Morning,First Time
V20250502006314,27,498,2912,4371,488,2025-05-02,15:09:38,Mobile Usage,3300,Medium,No,Local Street,39,Clear,Lane 2,Active,18-25,Mid Day,Repeat
V20240315006315,108,423,2959,699,75,2024-03-15,19:24:22,Overspeeding,1900,High,No,City Road,45,Rainy,Lane 1,Active,65+,Evening Peak,First Time
V20251017006316,26,2265,1527,2062,656,2025-10-17,06:21:41,Wrong Parking,300,Low,No,City Road,46,Stormy,Lane 3,Notified,18-25,Early Morning,Repeat
V20240916006317,108,1870,3618,4372,260,2024-09-16,09:24:06,Mobile Usage,1800,High,No,Local Street,36,Rainy,Shoulder,Notified,18-25,Morning Peak,Repeat
V20240514006318,84,1469,3619,4373,135,2024-05-14,14:37:11,Signal Jumping,700,Medium,Yes,Local Street,34,Clear,Multiple Lanes,Active,26-35,Mid Day,Habitual
V20250413006319,108,605,2281,4374,469,2025-04-13,06:57:45,No License,2800,High,Yes,Local Street,21,Clear,Multiple Lanes,Active,18-25,Early Morning,First Time
V20241027006320,109,2141,2240,1678,301,2024-10-27,15:06:50,No Helmet,600,Medium,No,Local Street,25,Clear,Lane 2,Notified,26-35,Mid Day,Habitual
V20240917006321,53,1870,2296,4375,261,2024-09-17,17:15:59,Overspeeding,1900,High,No,State Highway,87,Rainy,Lane 1,Under Review,36-45,Evening Peak,Repeat
V20240224006322,19,2242,1764,635,55,2024-02-24,20:15:47,Overspeeding,1800,High,No,Expressway,100,Cloudy,Multiple Lanes,Dispatched,18-25,Evening,First Time
V20240118006323,60,1181,3620,4376,18,2024-01-18,19:50:58,No Seatbelt,600,Low,No,State Highway,54,Rainy,Shoulder,Dispatched,26-35,Evening Peak,Repeat
V20251118006324,90,1804,1808,1661,688,2025-11-18,17:45:00,Triple Riding,600,Medium,No,State Highway,65,Stormy,Lane 3,Notified,65+,Evening Peak,First Time
V20251006006325,42,128,3621,4377,645,2025-10-06,21:02:46,Overspeeding,700,High,No,Local Street,20,Rainy,Lane 2,Dispatched,36-45,Evening,First Time
V20240420006326,19,832,2014,3454,111,2024-04-20,11:25:10,No Seatbelt,700,Low,No,Expressway,89,Cloudy,Shoulder,Notified,26-35,Mid Day,Habitual
V20241009006327,66,947,1651,4378,283,2024-10-09,22:54:46,Drunk Driving,2000,High,No,National Highway,89,Clear,Lane 1,Dispatched,36-45,Evening,First Time
V20240730006328,79,462,3536,275,212,2024-07-30,16:13:17,No Helmet,800,Medium,No,City Road,39,Clear,Lane 3,Under Review,26-35,Mid Day,Repeat
V20250214006329,91,1070,2932,2443,411,2025-02-14,20:42:55,Wrong Side Driving,1900,High,No,National Highway,73,Clear,Lane 1,Active,26-35,Evening,Repeat
V20241004006330,86,2275,1319,1129,278,2024-10-04,21:35:18,Drunk Driving,7600,High,Yes,City Road,25,Clear,Lane 2,Notified,36-45,Evening,First Time
V20250925006331,35,2624,494,1830,634,2025-09-25,23:57:26,Mobile Usage,2800,High,No,Local Street,35,Clear,Lane 1,Under Review,46-55,Late Night,Repeat
V20240212006332,55,1158,1551,4379,43,2024-02-12,12:28:49,No Helmet,900,Medium,No,City Road,49,Clear,Lane 2,Dispatched,18-25,Mid Day,Repeat
V20251223006333,104,636,1290,212,723,2025-12-23,13:21:31,Signal Jumping,1000,Medium,No,Expressway,120,Clear,Lane 1,Under Review,18-25,Mid Day,First Time
V20251118006334,55,1661,3321,3195,688,2025-11-18,07:25:06,Signal Jumping,800,Medium,No,City Road,39,Clear,Lane 2,Active,18-25,Early Morning,First Time
V20241107006335,3,1634,1965,3757,312,2024-11-07,19:54:28,Mobile Usage,1800,High,No,Local Street,27,Rainy,Lane 2,Active,26-35,Evening Peak,Repeat
V20251221006336,94,985,1183,4380,721,2025-12-21,09:40:44,No Seatbelt,1000,Low,No,State Highway,65,Clear,Lane 1,Active,56-65,Morning Peak,First Time
V20250830006337,83,2400,1238,4381,608,2025-08-30,18:29:44,Mobile Usage,1100,Medium,Yes,City Road,50,Cloudy,Lane 1,Under Review,26-35,Evening Peak,Repeat
V20250510006338,42,984,2863,3274,496,2025-05-10,12:04:02,Wrong Parking,500,Low,No,City Road,49,Foggy,Shoulder,Under Review,18-25,Mid Day,Repeat
V20240429006339,105,965,3622,4382,120,2024-04-29,18:32:57,Wrong Side Driving,1400,High,No,State Highway,74,Cloudy,Lane 3,Active,26-35,Evening Peak,Repeat
V20240618006340,55,2551,3623,606,170,2024-06-18,15:22:05,Wrong Parking,300,Low,No,City Road,26,Clear,Multiple Lanes,Active,26-35,Mid Day,First Time
V20250501006341,51,67,674,4383,487,2025-05-01,02:41:39,Drunk Driving,7000,High,No,City Road,51,Foggy,Lane 2,Active,36-45,Late Night,First Time
V20250425006342,33,769,3624,3288,481,2025-04-25,20:31:46,Triple Riding,600,Medium,No,City Road,41,Cloudy,Lane 2,Under Review,18-25,Evening,First Time
V20240915006343,94,197,3625,2271,259,2024-09-15,08:24:30,No Seatbelt,900,Medium,No,Local Street,35,Clear,Lane 1,Notified,36-45,Morning Peak,First Time
V20240506006344,2,149,3626,4384,127,2024-05-06,01:11:37,Signal Jumping,900,Medium,No,City Road,43,Foggy,Lane 3,Active,36-45,Late Night,Repeat
V20250929006345,14,1989,282,1312,638,2025-09-29,08:38:07,No Seatbelt,800,Medium,Yes,National Highway,84,Rainy,Lane 1,Dispatched,18-25,Morning Peak,Repeat
V20250427006346,5,263,3420,4385,483,2025-04-27,12:26:27,No Seatbelt,700,Low,No,City Road,44,Cloudy,Lane 1,Under Review,36-45,Mid Day,First Time
V20240809006347,29,982,3627,2401,222,2024-08-09,19:12:53,No License,4200,High,Yes,Local Street,32,Foggy,Lane 1,Dispatched,56-65,Evening Peak,Repeat
V20240223006348,61,1743,932,2616,54,2024-02-23,19:57:48,Triple Riding,700,Medium,No,National Highway,73,Foggy,Multiple Lanes,Under Review,26-35,Evening Peak,First Time
V20251203006349,31,682,2169,4386,703,2025-12-03,17:58:32,Wrong Parking,200,Low,No,National Highway,75,Rainy,Lane 1,Under Review,26-35,Evening Peak,First Time
V20250126006350,13,2151,3628,4387,392,2025-01-26,16:54:17,Overspeeding,1000,High,No,Local Street,41,Stormy,Lane 2,Active,36-45,Mid Day,Repeat
V20240401006351,34,251,1305,2183,92,2024-04-01,10:21:02,No Helmet,700,Medium,No,State Highway,79,Rainy,Shoulder,Under Review,18-25,Morning Peak,Habitual
V20250707006352,99,1176,3179,4388,554,2025-07-07,17:00:33,No Seatbelt,600,Low,No,City Road,37,Clear,Multiple Lanes,Dispatched,26-35,Evening Peak,First Time
V20250826006353,49,65,537,4389,604,2025-08-26,19:55:09,Overspeeding,1500,High,No,National Highway,123,Clear,Lane 2,Dispatched,36-45,Evening Peak,First Time
V20250920006354,50,1837,1731,3736,629,2025-09-20,17:55:50,Wrong Side Driving,1600,High,Yes,City Road,38,Clear,Lane 3,Dispatched,18-25,Evening Peak,Repeat
V20240922006355,15,2422,1422,4103,266,2024-09-22,07:54:07,Mobile Usage,2200,Medium,No,State Highway,71,Clear,Multiple Lanes,Active,26-35,Early Morning,Habitual
V20251226006356,94,2625,2572,4390,726,2025-12-26,19:22:16,Overspeeding,1600,High,No,National Highway,84,Cloudy,Multiple Lanes,Notified,36-45,Evening Peak,Repeat
V20250314006357,53,1280,1950,4391,439,2025-03-14,09:17:54,Signal Jumping,1000,Medium,Yes,State Highway,55,Clear,Multiple Lanes,Active,18-25,Morning Peak,Repeat
V20250201006358,44,1835,1030,4392,398,2025-02-01,05:25:02,Dangerous Driving,1800,Critical,No,State Highway,53,Clear,Lane 1,Notified,26-35,Early Morning,First Time
V20240910006359,98,838,3629,3396,254,2024-09-10,10:39:48,Dangerous Driving,4900,Critical,No,City Road,44,Rainy,Multiple Lanes,Active,26-35,Morning Peak,Repeat
V20250208006360,50,334,32,4393,405,2025-02-08,09:03:13,Signal Jumping,700,Medium,No,State Highway,61,Foggy,Multiple Lanes,Active,26-35,Morning Peak,First Time
V20250605006361,59,2123,3630,1661,522,2025-06-05,07:17:13,No Seatbelt,1000,Medium,No,State Highway,66,Stormy,Lane 1,Dispatched,18-25,Early Morning,First Time
V20240107006362,9,394,2432,4394,7,2024-01-07,23:19:54,No Helmet,600,Medium,No,Local Street,21,Rainy,Lane 2,Active,26-35,Late Night,Habitual
V20240317006363,83,2626,3631,1950,77,2024-03-17,16:27:52,No Seatbelt,600,Medium,No,Local Street,25,Clear,Lane 1,Active,46-55,Mid Day,Repeat
V20240927006364,88,1513,1867,4395,271,2024-09-27,20:10:34,Wrong Parking,300,Low,No,City Road,45,Rainy,Multiple Lanes,Active,46-55,Evening,First Time
V20250531006365,63,1191,3303,4396,517,2025-05-31,09:58:40,No Helmet,500,Medium,No,Expressway,95,Clear,Lane 3,Active,26-35,Morning Peak,Repeat
V20250802006366,70,2039,173,4397,580,2025-08-02,20:43:36,Wrong Parking,200,Low,No,Local Street,34,Rainy,Lane 1,Dispatched,46-55,Evening,First Time
V20251115006367,2,444,81,4398,685,2025-11-15,22:33:28,Overspeeding,1700,High,No,City Road,58,Cloudy,Lane 1,Under Review,46-55,Evening,First Time
V20240831006368,94,145,3346,1878,244,2024-08-31,18:27:11,Wrong Side Driving,1400,High,No,State Highway,72,Clear,Lane 2,Dispatched,18-25,Evening Peak,Repeat
V20250629006369,65,715,2558,4399,546,2025-06-29,14:42:39,No License,3200,High,No,Local Street,30,Cloudy,Shoulder,Active,18-25,Mid Day,First Time
V20240329006370,15,287,3632,4400,89,2024-03-29,15:50:22,Mobile Usage,2900,Medium,No,National Highway,88,Clear,Lane 3,Notified,18-25,Mid Day,Repeat
V20241103006371,14,1691,1796,4248,308,2024-11-03,21:40:06,No Helmet,800,Medium,No,City Road,30,Clear,Multiple Lanes,Under Review,26-35,Evening,First Time
V20241114006372,90,2367,2543,3728,319,2024-11-14,22:38:49,Wrong Parking,400,Low,No,City Road,52,Clear,Lane 2,Dispatched,26-35,Evening,First Time
V20251113006373,53,1849,3633,4270,683,2025-11-13,11:24:58,Signal Jumping,500,Medium,No,City Road,47,Rainy,Shoulder,Dispatched,26-35,Mid Day,Repeat
V20241102006374,53,2222,2750,4061,307,2024-11-02,11:52:56,Wrong Parking,400,Low,Yes,Local Street,32,Clear,Lane 1,Notified,26-35,Mid Day,First Time
V20250615006375,25,105,1331,1984,532,2025-06-15,23:51:26,No Helmet,1000,Medium,No,Local Street,32,Clear,Lane 3,Notified,18-25,Late Night,Repeat
V20250612006376,8,586,3084,3646,529,2025-06-12,13:35:04,Wrong Parking,500,Low,No,National Highway,80,Rainy,Lane 3,Under Review,18-25,Mid Day,Repeat
V20240127006377,18,326,420,1472,27,2024-01-27,17:16:33,Wrong Parking,300,Low,No,City Road,32,Foggy,Multiple Lanes,Active,36-45,Evening Peak,First Time
V20240802006378,25,1284,2753,345,215,2024-08-02,23:59:37,Signal Jumping,900,Medium,No,Local Street,32,Clear,Lane 1,Active,36-45,Late Night,Repeat
V20250107006379,10,1088,1112,4401,373,2025-01-07,16:37:35,Signal Jumping,700,Medium,No,State Highway,64,Cloudy,Lane 1,Active,56-65,Mid Day,Repeat
V20240529006380,19,490,1552,4402,150,2024-05-29,20:12:35,No Helmet,600,Medium,Yes,National Highway,94,Clear,Lane 2,Notified,26-35,Evening,Repeat
V20251114006381,9,142,615,3155,684,2025-11-14,08:49:59,Overspeeding,1300,Medium,No,City Road,57,Cloudy,Shoulder,Dispatched,65+,Morning Peak,Repeat
V20251211006382,8,2125,1534,4403,711,2025-12-11,06:52:20,No Helmet,1000,Medium,No,Local Street,37,Rainy,Lane 1,Notified,26-35,Early Morning,First Time
V20250629006383,84,1856,3029,1835,546,2025-06-29,23:00:25,Drunk Driving,2800,Critical,Yes,City Road,48,Cloudy,Lane 1,Under Review,56-65,Late Night,First Time
V20241115006384,78,311,392,516,320,2024-11-15,18:43:31,Mobile Usage,2800,Medium,No,Local Street,27,Rainy,Lane 2,Under Review,36-45,Evening Peak,First Time
V20241230006385,104,2627,2326,4404,365,2024-12-30,19:16:46,Triple Riding,600,Medium,No,National Highway,99,Clear,Multiple Lanes,Active,26-35,Evening Peak,Repeat
V20240605006386,15,825,1995,4405,157,2024-06-05,17:15:46,Mobile Usage,1900,High,No,Expressway,72,Clear,Lane 3,Notified,18-25,Evening Peak,Repeat
V20240930006387,39,1771,3634,1618,274,2024-09-30,10:37:19,Mobile Usage,3800,High,No,Local Street,38,Clear,Lane 3,Dispatched,18-25,Morning Peak,Repeat
V20241215006388,106,2628,1242,29,350,2024-12-15,17:27:31,Overspeeding,1100,High,No,State Highway,78,Clear,Lane 3,Active,18-25,Evening Peak,Repeat
V20251019006389,47,1427,2431,4153,658,2025-10-19,09:33:44,No License,4500,High,No,National Highway,98,Clear,Lane 3,Under Review,26-35,Morning Peak,Habitual
V20241205006390,52,681,715,4406,340,2024-12-05,20:30:56,No Helmet,700,Medium,No,City Road,34,Clear,Multiple Lanes,Notified,26-35,Evening,First Time
V20250319006391,68,1984,198,3797,444,2025-03-19,06:05:50,Wrong Parking,200,Low,No,Local Street,29,Cloudy,Shoulder,Notified,65+,Early Morning,First Time
V20240723006392,63,1445,43,1885,205,2024-07-23,18:39:50,Wrong Parking,500,Low,No,Local Street,34,Clear,Lane 2,Under Review,26-35,Evening Peak,First Time
V20251213006393,63,2529,190,2506,713,2025-12-13,08:34:03,Signal Jumping,500,Medium,No,City Road,34,Clear,Lane 2,Under Review,26-35,Morning Peak,Repeat
V20240324006394,41,448,3635,3981,84,2024-03-24,08:22:19,No Seatbelt,800,Medium,No,City Road,43,Cloudy,Lane 3,Dispatched,26-35,Morning Peak,Repeat
V20250722006395,93,1817,269,3706,569,2025-07-22,19:34:41,No License,2500,High,No,Local Street,18,Cloudy,Multiple Lanes,Dispatched,26-35,Evening Peak,First Time
V20250612006396,74,2301,3636,3353,529,2025-06-12,08:32:05,Drunk Driving,3000,High,No,City Road,44,Clear,Lane 2,Under Review,36-45,Morning Peak,First Time
V20250423006397,94,1527,3637,4407,479,2025-04-23,10:02:45,Wrong Side Driving,1400,High,No,State Highway,79,Cloudy,Shoulder,Active,36-45,Morning Peak,Repeat
V20240115006398,4,1143,2052,3931,15,2024-01-15,11:39:31,Mobile Usage,1900,High,No,State Highway,53,Rainy,Multiple Lanes,Dispatched,18-25,Mid Day,First Time
V20241113006399,31,788,1798,4408,318,2024-11-13,16:08:58,No Helmet,900,Medium,No,City Road,26,Clear,Lane 1,Active,65+,Mid Day,First Time
V20240703006400,67,1893,3021,4409,185,2024-07-03,17:20:32,Overspeeding,800,Medium,No,City Road,39,Clear,Shoulder,Notified,46-55,Evening Peak,First Time
V20250105006401,99,1525,1225,3777,371,2025-01-05,16:09:46,No Seatbelt,700,Low,No,Local Street,39,Clear,Lane 1,Under Review,18-25,Mid Day,First Time
V20241107006402,60,377,3638,2046,312,2024-11-07,17:22:48,Red Light Violation,600,Medium,No,Local Street,37,Clear,Lane 2,Active,36-45,Evening Peak,First Time
V20241228006403,16,550,3373,3402,363,2024-12-28,21:33:10,Overspeeding,1900,High,No,Expressway,168,Clear,Shoulder,Dispatched,18-25,Evening,First Time
V20240129006404,28,617,3324,3320,29,2024-01-29,17:50:24,Overspeeding,1800,Medium,Yes,City Road,42,Cloudy,Lane 3,Active,36-45,Evening Peak,First Time
V20250427006405,45,1874,3639,2406,483,2025-04-27,13:16:05,Signal Jumping,700,Medium,No,National Highway,69,Clear,Lane 2,Active,18-25,Mid Day,First Time
V20240825006406,85,1424,99,4410,238,2024-08-25,22:38:59,Overspeeding,1200,Medium,No,State Highway,93,Clear,Shoulder,Notified,46-55,Evening,Repeat
V20240413006407,11,2520,2572,4411,104,2024-04-13,20:04:02,Mobile Usage,2000,Medium,No,Local Street,27,Foggy,Lane 1,Active,18-25,Evening,First Time
V20250214006408,68,634,2085,1796,411,2025-02-14,15:12:49,Wrong Side Driving,600,High,No,Local Street,39,Clear,Multiple Lanes,Active,18-25,Mid Day,Repeat
V20250525006409,78,2629,3640,1520,511,2025-05-25,08:45:40,Overspeeding,1900,High,No,Local Street,60,Clear,Lane 2,Active,65+,Morning Peak,Repeat
V20240816006410,67,2630,1886,4412,229,2024-08-16,20:46:01,Overspeeding,1800,High,No,City Road,35,Clear,Lane 2,Dispatched,36-45,Evening,Repeat
V20250328006411,25,1198,1101,733,453,2025-03-28,08:27:36,No Helmet,900,Medium,No,Local Street,35,Clear,Lane 2,Under Review,18-25,Morning Peak,Repeat
V20240910006412,43,386,3382,4413,254,2024-09-10,18:09:08,Wrong Parking,400,Low,No,City Road,36,Rainy,Multiple Lanes,Dispatched,46-55,Evening Peak,Repeat
V20250526006413,21,2437,2842,4414,512,2025-05-26,15:48:23,Signal Jumping,500,Medium,No,State Highway,64,Clear,Lane 1,Active,26-35,Mid Day,Repeat
V20241108006414,63,1894,3641,4415,313,2024-11-08,13:31:30,Signal Jumping,800,Medium,No,City Road,51,Cloudy,Lane 3,Active,18-25,Mid Day,First Time
V20240703006415,8,158,3208,4416,185,2024-07-03,12:32:35,Red Light Violation,900,Medium,No,City Road,36,Cloudy,Multiple Lanes,Dispatched,56-65,Mid Day,First Time
V20241015006416,71,16,2260,4417,289,2024-10-15,14:20:01,Mobile Usage,3100,High,No,City Road,47,Clear,Lane 1,Notified,36-45,Mid Day,First Time
V20240125006417,66,1291,2089,4418,25,2024-01-25,23:31:11,No Helmet,900,Medium,No,City Road,34,Rainy,Lane 3,Dispatched,36-45,Late Night,First Time
V20240113006418,41,877,2088,4419,13,2024-01-13,09:07:12,Wrong Parking,200,Low,No,Local Street,28,Rainy,Lane 3,Active,18-25,Morning Peak,First Time
V20250530006419,55,813,1990,4420,516,2025-05-30,20:36:33,Wrong Parking,300,Low,No,National Highway,98,Clear,Lane 1,Under Review,26-35,Evening,First Time
V20250821006420,95,688,1768,2489,599,2025-08-21,15:22:01,Overspeeding,1700,High,No,State Highway,72,Cloudy,Shoulder,Dispatched,26-35,Mid Day,Habitual
V20251211006421,26,2166,3642,889,711,2025-12-11,05:25:18,Overspeeding,700,High,No,Local Street,27,Clear,Lane 2,Under Review,36-45,Early Morning,First Time
V20240328006422,58,2631,535,3396,88,2024-03-28,17:05:31,Overspeeding,1700,High,No,Local Street,26,Rainy,Lane 1,Active,18-25,Evening Peak,Repeat
V20250803006423,108,52,3440,4421,581,2025-08-03,08:18:42,No Seatbelt,800,Medium,No,Local Street,21,Foggy,Lane 3,Active,26-35,Morning Peak,Repeat
V20240103006424,70,1757,3643,4422,3,2024-01-03,07:56:13,Mobile Usage,4300,Medium,No,State Highway,61,Clear,Shoulder,Notified,36-45,Early Morning,First Time
V20240926006425,103,2632,572,4423,270,2024-09-26,07:44:44,Mobile Usage,2600,Medium,No,City Road,40,Cloudy,Lane 1,Notified,36-45,Early Morning,First Time
V20250714006426,84,2556,3559,4424,561,2025-07-14,13:55:25,Overspeeding,2000,High,No,City Road,75,Clear,Lane 3,Under Review,18-25,Mid Day,First Time
V20251124006427,35,2633,3644,4425,694,2025-11-24,09:57:30,No Seatbelt,600,Low,No,City Road,36,Clear,Lane 2,Notified,46-55,Morning Peak,Repeat
V20240513006428,68,1683,1878,1030,134,2024-05-13,07:19:21,No Helmet,700,Medium,No,City Road,31,Clear,Multiple Lanes,Dispatched,26-35,Early Morning,Repeat
V20251118006429,36,441,1789,1474,688,2025-11-18,17:11:30,Overspeeding,1800,High,No,Expressway,147,Cloudy,Lane 1,Dispatched,46-55,Evening Peak,Repeat
V20250828006430,88,2057,3645,2108,606,2025-08-28,20:35:45,Signal Jumping,1000,Medium,No,State Highway,54,Foggy,Multiple Lanes,Active,36-45,Evening,First Time
V20240604006431,25,2242,218,4426,156,2024-06-04,05:34:54,No License,2800,High,Yes,City Road,46,Clear,Multiple Lanes,Notified,18-25,Early Morning,Repeat
V20250829006432,57,609,3646,663,607,2025-08-29,14:57:37,Signal Jumping,700,Medium,No,City Road,43,Clear,Multiple Lanes,Active,18-25,Mid Day,Habitual
V20240919006433,6,2060,3647,3615,263,2024-09-19,16:05:43,No Seatbelt,600,Low,No,City Road,54,Clear,Lane 2,Dispatched,26-35,Mid Day,First Time
V20251128006434,2,1055,1540,3701,698,2025-11-28,10:59:51,Mobile Usage,1500,High,No,City Road,25,Clear,Multiple Lanes,Dispatched,26-35,Morning Peak,First Time
V20240907006435,93,2236,2627,2876,251,2024-09-07,14:01:31,Mobile Usage,3500,Medium,No,City Road,45,Foggy,Lane 3,Active,36-45,Mid Day,Habitual
V20240406006436,7,1206,896,767,97,2024-04-06,12:16:56,Wrong Parking,500,Low,No,Local Street,37,Foggy,Lane 1,Dispatched,36-45,Mid Day,Repeat
V20241120006437,88,1503,3186,4427,325,2024-11-20,19:40:40,Signal Jumping,900,Medium,No,National Highway,78,Clear,Lane 1,Active,36-45,Evening Peak,Repeat
V20250204006438,96,2037,3648,3040,401,2025-02-04,17:19:01,Overspeeding,600,High,No,Expressway,153,Cloudy,Shoulder,Notified,26-35,Evening Peak,First Time
V20240722006439,98,2634,2398,4302,204,2024-07-22,12:06:45,Mobile Usage,3200,High,No,Local Street,36,Clear,Lane 2,Under Review,18-25,Mid Day,Repeat
V20240717006440,8,2482,3649,3825,199,2024-07-17,13:29:54,Signal Jumping,600,Medium,No,National Highway,82,Foggy,Lane 1,Notified,65+,Mid Day,First Time
V20240207006441,92,2635,1880,390,38,2024-02-07,18:22:12,Signal Jumping,900,Medium,No,City Road,43,Clear,Multiple Lanes,Active,46-55,Evening Peak,First Time
V20240214006442,26,1898,2408,4428,45,2024-02-14,17:03:44,No Seatbelt,600,Low,No,State Highway,65,Clear,Lane 1,Active,18-25,Evening Peak,Repeat
V20251122006443,46,112,123,833,692,2025-11-22,14:45:49,Mobile Usage,1700,High,No,Local Street,35,Clear,Lane 3,Dispatched,36-45,Mid Day,Habitual
V20250325006444,84,2529,2096,3121,450,2025-03-25,18:33:17,No Helmet,800,Medium,No,State Highway,50,Clear,Multiple Lanes,Active,18-25,Evening Peak,Repeat
V20241001006445,16,840,2890,4429,275,2024-10-01,16:11:20,No Seatbelt,700,Low,No,City Road,49,Stormy,Multiple Lanes,Dispatched,46-55,Mid Day,Habitual
V20241108006446,90,2179,2745,1878,313,2024-11-08,09:45:34,No Helmet,900,Medium,No,City Road,49,Clear,Multiple Lanes,Notified,46-55,Morning Peak,Repeat
V20240716006447,51,2248,3650,4430,198,2024-07-16,12:30:45,Wrong Side Driving,1100,High,No,City Road,49,Clear,Multiple Lanes,Active,18-25,Mid Day,Repeat
V20241123006448,13,2079,835,2215,328,2024-11-23,23:24:13,Drunk Driving,4100,High,Yes,City Road,34,Stormy,Lane 1,Dispatched,26-35,Late Night,First Time
V20240821006449,20,2632,2991,791,234,2024-08-21,21:44:25,Mobile Usage,2600,High,No,Expressway,109,Clear,Lane 2,Notified,18-25,Evening,Repeat
V20251130006450,18,1149,2412,4431,700,2025-11-30,03:26:27,Signal Jumping,500,Medium,No,State Highway,68,Clear,Lane 3,Active,26-35,Late Night,Repeat
V20240201006451,95,1748,1630,4432,32,2024-02-01,19:19:44,Signal Jumping,700,Medium,No,State Highway,70,Cloudy,Lane 3,Active,26-35,Evening Peak,First Time
V20250926006452,81,601,879,3959,635,2025-09-26,13:25:11,Drunk Driving,4300,High,No,City Road,30,Foggy,Shoulder,Notified,18-25,Mid Day,First Time
V20250831006453,80,2367,1987,4433,609,2025-08-31,16:42:23,Wrong Parking,300,Low,No,State Highway,50,Rainy,Multiple Lanes,Dispatched,56-65,Mid Day,First Time
V20250613006454,105,872,2835,3595,530,2025-06-13,14:29:24,Dangerous Driving,1900,High,No,City Road,47,Rainy,Lane 3,Dispatched,18-25,Mid Day,Repeat
V20250602006455,107,1338,407,4434,519,2025-06-02,08:31:40,Overspeeding,1100,High,No,State Highway,90,Clear,Lane 2,Active,26-35,Morning Peak,First Time
V20250903006456,104,280,1179,572,612,2025-09-03,23:15:22,Triple Riding,900,Medium,No,City Road,41,Foggy,Lane 2,Notified,26-35,Late Night,First Time
V20251111006457,34,1484,3651,1699,681,2025-11-11,17:55:52,Mobile Usage,2800,Medium,No,State Highway,69,Rainy,Lane 2,Under Review,36-45,Evening Peak,Repeat
V20240216006458,2,592,1560,1153,47,2024-02-16,07:18:29,No Helmet,800,Medium,No,Local Street,15,Clear,Multiple Lanes,Active,18-25,Early Morning,First Time
V20251227006459,64,720,3652,4435,727,2025-12-27,14:42:56,Signal Jumping,600,Medium,No,City Road,47,Foggy,Lane 3,Dispatched,18-25,Mid Day,Repeat
V20250101006460,93,283,3653,2868,367,2025-01-01,16:39:01,Overspeeding,900,High,No,City Road,77,Foggy,Lane 1,Under Review,26-35,Mid Day,First Time
V20240930006461,105,2122,923,637,274,2024-09-30,21:52:06,No Helmet,500,Medium,No,Local Street,28,Clear,Lane 2,Dispatched,56-65,Evening,First Time
V20241207006462,106,854,3654,4436,342,2024-12-07,07:02:09,Mobile Usage,3200,Medium,No,National Highway,87,Rainy,Lane 2,Notified,26-35,Early Morning,Repeat
V20250316006463,56,1618,2055,868,441,2025-03-16,07:55:58,Dangerous Driving,2400,High,Yes,City Road,27,Clear,Lane 1,Active,18-25,Early Morning,Repeat
V20250813006464,47,104,2422,594,591,2025-08-13,08:13:00,Wrong Side Driving,1500,High,No,City Road,34,Clear,Multiple Lanes,Dispatched,18-25,Morning Peak,First Time
V20251225006465,76,1883,3053,3325,725,2025-12-25,18:01:30,Red Light Violation,900,Medium,No,Expressway,78,Rainy,Lane 1,Under Review,18-25,Evening Peak,Repeat
V20241005006466,12,1844,373,4437,279,2024-10-05,08:11:46,No Helmet,800,Medium,No,City Road,53,Clear,Lane 2,Active,46-55,Morning Peak,Repeat
V20250312006467,98,636,597,2945,437,2025-03-12,08:28:02,Overspeeding,1300,High,No,City Road,36,Clear,Lane 3,Notified,56-65,Morning Peak,Repeat
V20240215006468,43,391,3246,4241,46,2024-02-15,08:21:47,No License,3600,High,No,City Road,44,Rainy,Lane 2,Dispatched,26-35,Morning Peak,First Time
