vehicle_surrogate_key,vehicle_key,vehicle_type,vehicle_brand,vehicle_age,fuel_type
3005,VEH002614,Auto Rickshaw,Bajaj,5,CNG
3006,VEH000784,Car,Tata,8,Petrol
3007,VEH007109,Bus,Ashok Leyland,2,Diesel
3008,VEH000916,Bike,Hero,3,Petrol
3009,VEH001332,Car,Maruti Suzuki,12,Electric
3010,VEH006319,Car,Hyundai,10,Petrol
3011,VEH003905,Auto Rickshaw,Bajaj,2,Diesel
3012,VEH007173,Car,Kia,0,Diesel
3013,VEH002091,Scooter,Vespa,9,Petrol
3014,VEH006772,Auto Rickshaw,TVS,2,CNG
3015,VEH002452,Auto Rickshaw,Piaggio,0,CNG
3016,VEH007387,Scooter,Honda,13,Petrol
3017,VEH002130,Truck,Eicher,5,Diesel
3018,VEH007819,Bike,Royal Enfield,7,Petrol
3019,VEH000531,Car,Kia,0,Diesel
3020,VEH000741,Auto Rickshaw,Piaggio,5,CNG
3021,VEH003700,Bike,KTM,9,Petrol
3022,VEH007242,Auto Rickshaw,TVS,5,Diesel
3023,VEH006112,Bus,Ashok Leyland,2,Diesel
3024,VEH002449,Car,Tata,7,Diesel
3025,VEH003047,Bike,Bajaj,6,Petrol
3026,VEH005236,Truck,Ashok Leyland,3,Diesel
3027,VEH003674,Bike,Suzuki,10,Petrol
3028,VEH007169,Bike,Suzuki,6,Petrol
3029,VEH000356,Bike,KTM,0,Petrol
3030,VEH007997,Auto Rickshaw,Piaggio,0,CNG
3031,VEH000086,Bike,Yamaha,2,Petrol
3032,VEH001056,Scooter,Hero,13,Petrol
3033,VEH002519,Car,Kia,2,Electric
3034,VEH007076,Car,Honda,3,Diesel
3035,VEH002143,Bike,Yamaha,9,Petrol
3036,VEH006899,Bike,Honda,18,Petrol
3037,VEH003032,Scooter,Hero,8,Petrol
3038,VEH003176,Car,Mahindra,3,Petrol
3039,VEH007942,Bike,Bajaj,16,Petrol
3040,VEH004701,Bike,Hero,5,Petrol
3041,VEH007215,Auto Rickshaw,TVS,6,Petrol
3042,VEH004537,Car,Tata,7,Petrol
3043,VEH001491,Bike,Hero,17,Petrol
3044,VEH007310,Scooter,Hero,1,Electric
3045,VEH003615,Bike,Suzuki,5,Petrol
3046,VEH002771,Car,Hyundai,2,Petrol
3047,VEH006929,Auto Rickshaw,Bajaj,1,CNG
3048,VEH004922,Scooter,Vespa,2,Electric
3049,VEH006513,Bike,Hero,0,Electric
3050,VEH001641,Car,Maruti Suzuki,0,Petrol
3051,VEH006681,Bike,Hero,17,Petrol
3052,VEH001970,Bike,Hero,7,Electric
3053,VEH005412,Car,Kia,0,Diesel
3054,VEH007667,Auto Rickshaw,Piaggio,1,CNG
3055,VEH002178,Auto Rickshaw,Piaggio,3,Petrol
3056,VEH001637,Bike,Hero,0,Petrol
3057,VEH003452,Truck,Ashok Leyland,15,CNG
3058,VEH004153,Truck,Mahindra,9,Diesel
3059,VEH001699,Bike,Suzuki,5,Petrol
3060,VEH002292,Scooter,TVS,9,Petrol
3061,VEH003204,Bike,Bajaj,4,Petrol
3062,VEH001782,Car,Mahindra,2,Electric
3063,VEH006784,Car,Hyundai,4,CNG
3064,VEH001850,Bike,Bajaj,2,Petrol
3065,VEH002774,Scooter,Suzuki,6,Petrol
3066,VEH003590,Bike,TVS,10,Electric
3067,VEH004225,Bike,Honda,13,Petrol
3068,VEH007288,Bike,KTM,0,Petrol
3069,VEH003414,Truck,Ashok Leyland,13,Diesel
3070,VEH005774,Car,Toyota,4,Petrol
3071,VEH000762,Bike,Yamaha,6,Petrol
3072,VEH002622,Bike,Yamaha,6,Petrol
3073,VEH004642,Bike,TVS,8,Petrol
3074,VEH003716,Car,Kia,2,Diesel
3075,VEH001843,Bike,Bajaj,2,Petrol
3076,VEH001978,Bike,Yamaha,0,Petrol
3077,VEH003095,Bike,Honda,20,Petrol
3078,VEH000302,Auto Rickshaw,TVS,8,CNG
3079,VEH003184,Truck,Ashok Leyland,1,Diesel
3080,VEH006709,Car,Toyota,14,Electric
3081,VEH007541,Auto Rickshaw,Bajaj,4,Petrol
3082,VEH001995,Scooter,TVS,6,Petrol
3083,VEH001957,Scooter,TVS,2,Electric
3084,VEH005538,Bike,Royal Enfield,0,Electric
3085,VEH005848,Auto Rickshaw,Piaggio,8,Petrol
3086,VEH003715,Bike,Suzuki,6,Petrol
3087,VEH003685,Bike,Honda,3,Petrol
3088,VEH007479,Car,Honda,17,Petrol
3089,VEH003167,Truck,Ashok Leyland,4,Diesel
3090,VEH007885,Bike,KTM,1,Petrol
3091,VEH005867,Scooter,Honda,2,Petrol
3092,VEH003479,Car,Maruti Suzuki,3,Petrol
3093,VEH000631,Bike,Bajaj,5,Petrol
3094,VEH003566,Bike,KTM,2,Petrol
3095,VEH007316,Auto Rickshaw,Bajaj,16,Diesel
3096,VEH005704,Bike,TVS,3,Petrol
3097,VEH005926,Car,Tata,5,Diesel
3098,VEH007511,Bike,KTM,5,Petrol
3099,VEH007218,Bike,Royal Enfield,5,Petrol
3100,VEH002358,Bike,Suzuki,5,Petrol
3101,VEH005462,Truck,Ashok Leyland,10,Diesel
3102,VEH006613,Truck,BharatBenz,4,Diesel
3103,VEH005660,Car,Toyota,9,Petrol
3104,VEH002906,Car,Tata,6,Petrol
3105,VEH005343,Bus,BharatBenz,0,Diesel
3106,VEH003894,Scooter,TVS,2,Petrol
3107,VEH007247,Car,Mahindra,9,Diesel
3108,VEH006690,Scooter,Vespa,5,Electric
3109,VEH005703,Car,Tata,5,Petrol
3110,VEH007643,Bike,KTM,2,Petrol
3111,VEH007615,Bike,Hero,1,Electric
3112,VEH002950,Car,Mahindra,19,Petrol
3113,VEH000073,Car,Hyundai,3,Petrol
3114,VEH007949,Truck,Tata,5,Diesel
3115,VEH000118,Bike,TVS,12,Petrol
3116,VEH007604,Bike,Yamaha,5,Petrol
3117,VEH005943,Auto Rickshaw,Bajaj,1,Diesel
3118,VEH000663,Scooter,Vespa,16,Petrol
3119,VEH004839,Bus,Ashok Leyland,10,Diesel
3120,VEH003286,Scooter,Vespa,4,Petrol
3121,VEH002399,Car,Maruti Suzuki,2,Electric
3122,VEH003111,Bike,Bajaj,5,Petrol
3123,VEH002431,Bike,Yamaha,0,Petrol
3124,VEH000293,Car,Kia,5,Electric
3125,VEH004927,Car,Maruti Suzuki,5,CNG
3126,VEH006007,Bike,Bajaj,0,Petrol
3127,VEH007695,Bike,KTM,13,Petrol
3128,VEH004232,Bike,Suzuki,20,Petrol
3129,VEH004291,Bike,Suzuki,9,Petrol
3130,VEH002943,Scooter,TVS,5,Petrol
3131,VEH007228,Auto Rickshaw,Bajaj,3,CNG
3132,VEH000811,Bike,TVS,10,Petrol
3133,VEH000989,Scooter,Bajaj,7,Petrol
3134,VEH000438,Car,Honda,3,Diesel
3135,VEH006067,Car,Toyota,4,Petrol
3136,VEH007849,Bike,Honda,0,Electric
3137,VEH006670,Bike,Suzuki,11,Petrol
3138,VEH003988,Scooter,TVS,6,Petrol
3139,VEH006106,Bike,TVS,10,Electric
3140,VEH003724,Auto Rickshaw,Bajaj,9,CNG
3141,VEH006581,Car,Kia,11,Petrol
3142,VEH002183,Bike,Royal Enfield,2,Petrol
3143,VEH003920,Truck,BharatBenz,9,Diesel
3144,VEH007748,Bike,KTM,4,Petrol
3145,VEH000771,Bike,Suzuki,4,Petrol
3146,VEH003033,Bike,Bajaj,5,Petrol
3147,VEH004472,Bike,TVS,2,Petrol
3148,VEH002683,Bike,Suzuki,3,Electric
3149,VEH002271,Bike,Hero,20,Petrol
3150,VEH006851,Bike,KTM,8,Petrol
3151,VEH000971,Bike,Bajaj,0,Petrol
3152,VEH000930,Bike,Honda,16,Petrol
3153,VEH000574,Bike,KTM,19,Petrol
3154,VEH007333,Bike,Honda,0,Petrol
3155,VEH003812,Bike,Honda,9,Petrol
3156,VEH006465,Bike,Yamaha,4,Petrol
3157,VEH007209,Scooter,Bajaj,3,Petrol
3158,VEH004326,Bus,Ashok Leyland,1,Diesel
3159,VEH001430,Car,Honda,6,Petrol
3160,VEH001717,Scooter,Suzuki,9,Petrol
3161,VEH007700,Scooter,Bajaj,4,Petrol
3162,VEH000897,Bike,Bajaj,3,Petrol
3163,VEH006997,Car,Mahindra,18,Petrol
3164,VEH006201,Bike,TVS,3,Petrol
3165,VEH007747,Bike,Bajaj,4,Petrol
3166,VEH001767,Scooter,Bajaj,2,Petrol
3167,VEH003019,Bike,TVS,2,Electric
3168,VEH001709,Auto Rickshaw,TVS,11,Diesel
3169,VEH007676,Bike,TVS,9,Petrol
3170,VEH006953,Truck,Mahindra,4,CNG
3171,VEH001236,Bike,Suzuki,6,Petrol
3172,VEH006958,Truck,Ashok Leyland,4,Diesel
3173,VEH004064,Bike,Bajaj,8,Petrol
3174,VEH003262,Car,Volkswagen,1,Petrol
3175,VEH005391,Car,Hyundai,4,Electric
3176,VEH005712,Car,Kia,19,Petrol
3177,VEH003496,Auto Rickshaw,Piaggio,1,Diesel
3178,VEH003607,Auto Rickshaw,TVS,5,Petrol
3179,VEH007545,Scooter,Honda,5,Petrol
3180,VEH005071,Bike,Bajaj,0,Petrol
3181,VEH005032,Bike,Suzuki,2,Electric
3182,VEH006694,Bike,Yamaha,10,Petrol
3183,VEH001062,Car,Kia,0,Petrol
3184,VEH000737,Bike,Yamaha,7,Petrol
3185,VEH001213,Bike,Honda,3,Petrol
3186,VEH002598,Scooter,Honda,16,Petrol
3187,VEH001385,Car,Volkswagen,4,Electric
3188,VEH004413,Bike,Royal Enfield,1,Petrol
3189,VEH005937,Bike,TVS,2,Petrol
3190,VEH002376,Truck,Tata,4,Diesel
3191,VEH005605,Auto Rickshaw,Piaggio,15,Diesel
3192,VEH002078,Car,Honda,0,CNG
3193,VEH003906,Car,Hyundai,4,Petrol
3194,VEH002561,Auto Rickshaw,TVS,8,CNG
3195,VEH001862,Bike,TVS,14,Electric
3196,VEH001214,Car,Hyundai,8,Electric
3197,VEH007391,Bike,Yamaha,0,Petrol
3198,VEH002957,Auto Rickshaw,Bajaj,4,CNG
3199,VEH007802,Truck,BharatBenz,9,Diesel
3200,VEH007168,Auto Rickshaw,Piaggio,7,Diesel
3201,VEH007262,Scooter,Bajaj,0,Petrol
3202,VEH006490,Car,Hyundai,6,CNG
3203,VEH001050,Bike,KTM,8,Electric
3204,VEH007016,Truck,Eicher,2,Diesel
3205,VEH000301,Scooter,Bajaj,0,Petrol
3206,VEH007186,Scooter,Suzuki,10,Petrol
3207,VEH003689,Bike,Hero,1,Petrol
3208,VEH003835,Truck,Mahindra,14,Diesel
3209,VEH004692,Bike,KTM,8,Electric
3210,VEH000778,Truck,Eicher,10,Diesel
3211,VEH005553,Car,Toyota,3,Diesel
3212,VEH001834,Scooter,Bajaj,1,Petrol
3213,VEH006767,Scooter,Honda,20,Petrol
3214,VEH002006,Car,Toyota,3,Petrol
3215,VEH004857,Auto Rickshaw,Bajaj,16,CNG
3216,VEH007207,Car,Toyota,4,Petrol
3217,VEH003005,Bus,Eicher,1,CNG
3218,VEH000262,Auto Rickshaw,Bajaj,8,Diesel
3219,VEH004605,Bike,Yamaha,3,Petrol
3220,VEH000057,Car,Toyota,5,Diesel
3221,VEH001081,Truck,Eicher,14,Diesel
3222,VEH003821,Bike,Honda,4,Petrol
3223,VEH004488,Car,Toyota,0,Diesel
3224,VEH007523,Bike,KTM,5,Electric
3225,VEH004822,Bike,Royal Enfield,1,Petrol
3226,VEH004828,Car,Volkswagen,10,Petrol
3227,VEH003012,Truck,Ashok Leyland,5,Diesel
3228,VEH005872,Bike,TVS,18,Petrol
3229,VEH004475,Bus,Eicher,5,CNG
3230,VEH001567,Car,Hyundai,4,Diesel
3231,VEH001176,Auto Rickshaw,Bajaj,1,CNG
3232,VEH002371,Scooter,Vespa,20,Petrol
3233,VEH004060,Truck,Tata,2,Diesel
3234,VEH006892,Bike,Bajaj,0,Petrol
3235,VEH000709,Car,Mahindra,12,Petrol
3236,VEH005641,Car,Volkswagen,16,Petrol
3237,VEH003657,Bike,Royal Enfield,2,Petrol
3238,VEH003928,Bike,Hero,4,Petrol
3239,VEH000311,Car,Tata,1,Petrol
3240,VEH003822,Bike,TVS,16,Petrol
3241,VEH001732,Car,Maruti Suzuki,5,Diesel
3242,VEH001736,Auto Rickshaw,Piaggio,7,CNG
3243,VEH000092,Car,Maruti Suzuki,13,Petrol
3244,VEH001702,Auto Rickshaw,Bajaj,1,Diesel
3245,VEH004629,Bike,Royal Enfield,6,Petrol
3246,VEH002412,Car,Kia,3,Electric
3247,VEH003156,Car,Tata,9,Electric
3248,VEH006354,Car,Hyundai,3,CNG
3249,VEH000317,Car,Kia,0,Petrol
3250,VEH003266,Car,Hyundai,3,CNG
3251,VEH002234,Bike,Honda,2,Petrol
3252,VEH003145,Car,Kia,4,Petrol
3253,VEH006883,Truck,BharatBenz,0,Diesel
3254,VEH004616,Bike,Yamaha,5,Petrol
3255,VEH002479,Bike,Suzuki,7,Petrol
3256,VEH003969,Bike,Royal Enfield,2,Petrol
3257,VEH005728,Scooter,TVS,4,Electric
3258,VEH004653,Car,Kia,6,Petrol
3259,VEH002691,Truck,Ashok Leyland,7,CNG
3260,VEH006927,Bike,Suzuki,8,Petrol
3261,VEH003428,Car,Maruti Suzuki,3,Petrol
3262,VEH002975,Auto Rickshaw,Piaggio,5,CNG
3263,VEH001652,Truck,Tata,5,CNG
3264,VEH002781,Scooter,Bajaj,5,Petrol
3265,VEH003333,Auto Rickshaw,TVS,1,Petrol
3266,VEH003279,Car,Toyota,3,Petrol
3267,VEH007519,Bike,Royal Enfield,4,Petrol
3268,VEH004990,Bike,Royal Enfield,7,Petrol
3269,VEH007229,Car,Kia,4,Petrol
3270,VEH002432,Auto Rickshaw,Bajaj,4,Petrol
3271,VEH002397,Bike,TVS,10,Electric
3272,VEH005786,Bike,Honda,12,Petrol
3273,VEH000949,Car,Kia,5,Diesel
3274,VEH000967,Auto Rickshaw,TVS,1,CNG
3275,VEH004188,Bike,Hero,9,Petrol
3276,VEH003760,Bike,TVS,8,Petrol
3277,VEH002751,Scooter,Bajaj,4,Petrol
3278,VEH002583,Car,Tata,0,Diesel
3279,VEH000890,Scooter,Honda,7,Petrol
3280,VEH005875,Bike,Suzuki,19,Petrol
3281,VEH005739,Auto Rickshaw,Bajaj,3,CNG
3282,VEH005628,Car,Volkswagen,5,Petrol
3283,VEH001802,Bike,Hero,4,Electric
3284,VEH004860,Scooter,Suzuki,1,Petrol
3285,VEH000503,Bike,Yamaha,1,Petrol
3286,VEH005534,Auto Rickshaw,TVS,2,CNG
3287,VEH007847,Bike,Royal Enfield,9,Petrol
3288,VEH000575,Bike,Royal Enfield,1,Petrol
3289,VEH007499,Scooter,Vespa,5,Petrol
3290,VEH001529,Bike,Bajaj,10,Petrol
3291,VEH001559,Bike,Royal Enfield,6,Petrol
3292,VEH001183,Bike,Bajaj,0,Petrol
3293,VEH001324,Car,Mahindra,3,Diesel
3294,VEH000019,Truck,Mahindra,6,Diesel
3295,VEH005791,Bike,KTM,4,Electric
3296,VEH007673,Auto Rickshaw,Bajaj,1,Diesel
3297,VEH006174,Bike,Hero,10,Petrol
3298,VEH004812,Bike,Suzuki,2,Petrol
3299,VEH004747,Bike,Royal Enfield,5,Petrol
3300,VEH006023,Bike,Honda,2,Petrol
3301,VEH001774,Bike,Yamaha,0,Petrol
3302,VEH000874,Truck,Mahindra,5,Diesel
3303,VEH004878,Van,Force,7,Petrol
3304,VEH003671,Scooter,Bajaj,1,Petrol
3305,VEH001913,Bike,KTM,3,Petrol
3306,VEH000411,Bike,Royal Enfield,10,Electric
3307,VEH006742,Truck,Eicher,0,Diesel
3308,VEH004756,Bike,Honda,2,Petrol
3309,VEH005188,Bike,Yamaha,3,Petrol
3310,VEH005852,Car,Kia,1,Petrol
3311,VEH005387,Bike,Suzuki,6,Petrol
3312,VEH000611,Scooter,Honda,2,Petrol
3313,VEH005711,Bike,Honda,3,Petrol
3314,VEH006378,Truck,BharatBenz,19,Diesel
3315,VEH001849,Scooter,Vespa,10,Petrol
3316,VEH001285,Bike,Yamaha,1,Electric
3317,VEH000494,Bike,Bajaj,7,Petrol
3318,VEH006361,Scooter,Suzuki,11,Petrol
3319,VEH007393,Car,Hyundai,7,Petrol
3320,VEH004856,Car,Maruti Suzuki,3,Diesel
3321,VEH005294,Car,Kia,1,Electric
3322,VEH002756,Bike,KTM,19,Petrol
3323,VEH004358,Car,Mahindra,3,Petrol
3324,VEH000543,Car,Hyundai,2,Electric
3325,VEH006879,Bike,KTM,19,Petrol
3326,VEH002179,Bike,Yamaha,1,Petrol
3327,VEH000074,Scooter,Hero,0,Petrol
3328,VEH007528,Car,Toyota,1,Diesel
3329,VEH007625,Bike,Hero,4,Petrol
3330,VEH007126,Bike,TVS,1,Petrol
3331,VEH002768,Car,Toyota,1,Petrol
3332,VEH006636,Truck,Ashok Leyland,2,Diesel
3333,VEH000291,Car,Hyundai,1,Petrol
3334,VEH006994,Scooter,Honda,14,Petrol
3335,VEH006048,Bus,Ashok Leyland,3,CNG
3336,VEH004786,Scooter,Bajaj,20,Petrol
3337,VEH006431,Scooter,Bajaj,6,Electric
3338,VEH007501,Car,Kia,4,Diesel
3339,VEH001442,Auto Rickshaw,Bajaj,10,Diesel
3340,VEH007443,Bike,KTM,4,Petrol
3341,VEH005200,Bike,TVS,8,Petrol
3342,VEH005723,Car,Volkswagen,5,CNG
3343,VEH001133,Scooter,Suzuki,6,Petrol
3344,VEH000630,Car,Hyundai,2,CNG
3345,VEH003303,Bike,Suzuki,1,Electric
3346,VEH006457,Scooter,Suzuki,6,Petrol
3347,VEH002328,Bike,Suzuki,9,Electric
3348,VEH005637,Bike,Suzuki,2,Petrol
3349,VEH003138,Scooter,Honda,14,Petrol
3350,VEH003907,Bike,Suzuki,10,Electric
3351,VEH003350,Bike,Yamaha,8,Electric
3352,VEH004068,Auto Rickshaw,Bajaj,4,Petrol
3353,VEH003282,Bike,Bajaj,3,Petrol
3354,VEH007737,Car,Kia,10,Petrol
3355,VEH005542,Auto Rickshaw,TVS,5,CNG
3356,VEH006450,Car,Kia,2,Petrol
3357,VEH005762,Truck,Ashok Leyland,9,Diesel
3358,VEH001348,Bus,Tata,4,CNG
3359,VEH004890,Bike,Royal Enfield,19,Petrol
3360,VEH004015,Car,Maruti Suzuki,11,Diesel
3361,VEH004954,Scooter,TVS,9,Petrol
3362,VEH001801,Car,Toyota,9,Petrol
3363,VEH002543,Bike,KTM,19,Electric
3364,VEH000615,Scooter,Bajaj,10,Petrol
3365,VEH007865,Car,Maruti Suzuki,1,Electric
3366,VEH006068,Car,Mahindra,18,CNG
3367,VEH000388,Bike,TVS,7,Petrol
3368,VEH003637,Scooter,Honda,9,Petrol
3369,VEH007360,Scooter,Hero,7,Petrol
3370,VEH006650,Bike,Royal Enfield,4,Petrol
3371,VEH000858,Van,Force,6,Diesel
3372,VEH003683,Bike,TVS,1,Petrol
3373,VEH000187,Auto Rickshaw,Piaggio,8,CNG
3374,VEH005916,Bike,TVS,7,Petrol
3375,VEH005742,Bike,Hero,17,Petrol
3376,VEH005058,Bike,Hero,15,Petrol
3377,VEH000372,Car,Volkswagen,4,Petrol
3378,VEH006181,Bike,Honda,0,Petrol
3379,VEH005884,Bike,Hero,11,Petrol
3380,VEH007627,Bike,Hero,15,Petrol
3381,VEH002531,Bike,Hero,1,Petrol
3382,VEH006873,Scooter,Honda,5,Electric
3383,VEH000735,Truck,Eicher,5,Diesel
3384,VEH000727,Car,Toyota,2,Diesel
3385,VEH005547,Car,Maruti Suzuki,9,CNG
3386,VEH003927,Car,Maruti Suzuki,2,CNG
3387,VEH007893,Car,Maruti Suzuki,2,Petrol
3388,VEH007861,Car,Mahindra,14,Petrol
3389,VEH005991,Car,Kia,2,CNG
3390,VEH000696,Car,Maruti Suzuki,5,Diesel
3391,VEH004368,Bike,Yamaha,0,Petrol
3392,VEH002954,Bike,Yamaha,4,Petrol
3393,VEH001930,Scooter,Honda,0,Petrol
3394,VEH002629,Auto Rickshaw,Piaggio,2,Diesel
3395,VEH005258,Bike,Yamaha,4,Petrol
3396,VEH002663,Bike,Suzuki,15,Petrol
3397,VEH006218,Bike,Hero,7,Petrol
3398,VEH007451,Car,Tata,10,CNG
3399,VEH002441,Car,Kia,2,Petrol
3400,VEH003021,Car,Volkswagen,9,Petrol
3401,VEH006656,Bike,Bajaj,3,Petrol
3402,VEH003967,Bike,Suzuki,3,Petrol
3403,VEH007559,Bus,Tata,16,Diesel
3404,VEH007770,Car,Maruti Suzuki,14,Petrol
3405,VEH001844,Car,Hyundai,2,Petrol
3406,VEH007187,Bike,KTM,3,Petrol
3407,VEH002807,Car,Kia,0,Diesel
3408,VEH005066,Bike,Royal Enfield,20,Petrol
3409,VEH006882,Auto Rickshaw,TVS,9,CNG
3410,VEH000340,Bike,Hero,2,Petrol
3411,VEH006569,Bike,TVS,2,Petrol
3412,VEH001876,Auto Rickshaw,Bajaj,0,CNG
3413,VEH000357,Bike,Suzuki,5,Petrol
3414,VEH006222,Bike,Yamaha,5,Petrol
3415,VEH000932,Bike,KTM,7,Petrol
3416,VEH000403,Auto Rickshaw,Bajaj,5,Petrol
3417,VEH000304,Bike,Royal Enfield,0,Petrol
3418,VEH004408,Bike,Honda,5,Petrol
3419,VEH005878,Car,Volkswagen,6,Petrol
3420,VEH004545,Car,Toyota,7,Diesel
3421,VEH007153,Car,Tata,8,Petrol
3422,VEH003697,Bike,Hero,1,Petrol
3423,VEH002814,Car,Toyota,2,Diesel
3424,VEH001780,Bike,Bajaj,9,Petrol
3425,VEH002533,Bike,Honda,6,Electric
3426,VEH002859,Auto Rickshaw,TVS,7,CNG
3427,VEH001936,Car,Mahindra,8,Petrol
3428,VEH004674,Car,Mahindra,1,Diesel
3429,VEH004765,Auto Rickshaw,Bajaj,1,CNG
3430,VEH003353,Bus,BharatBenz,9,Diesel
3431,VEH000875,Car,Volkswagen,5,CNG
3432,VEH007534,Scooter,TVS,1,Petrol
3433,VEH006084,Bike,KTM,4,Petrol
3434,VEH002497,Bike,Bajaj,10,Petrol
3435,VEH000674,Scooter,TVS,4,Petrol
3436,VEH001933,Auto Rickshaw,Bajaj,2,Diesel
3437,VEH004578,Bike,Yamaha,0,Petrol
3438,VEH000484,Scooter,Vespa,5,Petrol
3439,VEH003740,Car,Volkswagen,1,Petrol
3440,VEH001260,Scooter,TVS,15,Electric
3441,VEH007568,Car,Volkswagen,1,Petrol
3442,VEH000067,Bike,KTM,6,Petrol
3443,VEH002383,Scooter,Honda,7,Petrol
3444,VEH003241,Van,Tata,4,Diesel
3445,VEH004229,Car,Hyundai,6,Diesel
3446,VEH007741,Bike,Hero,2,Petrol
3447,VEH003429,Auto Rickshaw,Bajaj,10,CNG
3448,VEH002330,Bike,TVS,5,Petrol
3449,VEH006935,Bike,TVS,8,Petrol
3450,VEH007384,Car,Mahindra,7,Diesel
3451,VEH000247,Scooter,Vespa,4,Petrol
3452,VEH003098,Scooter,Hero,0,Petrol
3453,VEH002873,Bike,Royal Enfield,8,Petrol
3454,VEH000426,Bike,Bajaj,9,Petrol
3455,VEH005689,Bike,Bajaj,3,Petrol
3456,VEH005459,Bike,KTM,2,Electric
3457,VEH000551,Auto Rickshaw,Piaggio,6,CNG
3458,VEH005400,Bike,Honda,10,Petrol
3459,VEH002341,Scooter,Honda,5,Petrol
3460,VEH006843,Scooter,Honda,4,Petrol
3461,VEH003344,Van,Tata,1,CNG
3462,VEH004555,Bike,Honda,0,Petrol
3463,VEH001406,Bike,Hero,18,Electric
3464,VEH001203,Bike,Suzuki,9,Electric
3465,VEH005954,Truck,BharatBenz,7,Diesel
3466,VEH004727,Scooter,Vespa,9,Petrol
3467,VEH002319,Truck,Eicher,9,Diesel
3468,VEH000981,Car,Honda,3,Diesel
3469,VEH001333,Bike,Hero,0,Petrol
3470,VEH003487,Bike,KTM,5,Electric
3471,VEH000911,Scooter,Hero,0,Petrol
3472,VEH005610,Car,Honda,17,Petrol
3473,VEH001938,Truck,Mahindra,5,Diesel
3474,VEH005870,Bike,KTM,7,Electric
3475,VEH003953,Bike,Royal Enfield,20,Petrol
3476,VEH006976,Auto Rickshaw,Piaggio,5,CNG
3477,VEH005166,Bike,Yamaha,20,Petrol
3478,VEH006238,Scooter,Vespa,20,Petrol
3479,VEH007329,Bike,Bajaj,3,Petrol
3480,VEH007537,Bike,Royal Enfield,10,Petrol
3481,VEH007155,Car,Hyundai,6,Petrol
3482,VEH005930,Car,Maruti Suzuki,7,Petrol
3483,VEH005205,Bike,TVS,4,Petrol
3484,VEH003196,Bike,Suzuki,0,Electric
3485,VEH003250,Car,Volkswagen,4,Petrol
3486,VEH005031,Bike,Bajaj,2,Electric
3487,VEH004359,Bike,KTM,1,Electric
3488,VEH001488,Car,Tata,0,CNG
3489,VEH004203,Scooter,Honda,10,Petrol
3490,VEH000310,Van,Maruti Suzuki,1,Diesel
3491,VEH005314,Scooter,Bajaj,20,Petrol
3492,VEH005361,Car,Kia,0,Petrol
3493,VEH002284,Scooter,Honda,5,Petrol
3494,VEH003238,Scooter,Suzuki,7,Petrol
3495,VEH004387,Scooter,Suzuki,7,Petrol
3496,VEH004859,Bike,Yamaha,16,Petrol
3497,VEH003038,Bike,Royal Enfield,3,Petrol
3498,VEH002106,Car,Volkswagen,5,CNG
3499,VEH001765,Scooter,Honda,0,Petrol
3500,VEH002132,Scooter,Vespa,12,Petrol
3501,VEH007852,Car,Honda,5,Petrol
3502,VEH004967,Bike,Royal Enfield,9,Petrol
3503,VEH006945,Scooter,Honda,8,Petrol
3504,VEH004411,Car,Tata,6,Petrol
3505,VEH006065,Truck,Tata,1,CNG
3506,VEH001783,Auto Rickshaw,Bajaj,7,Petrol
3507,VEH003413,Car,Hyundai,2,Petrol
3508,VEH002898,Car,Tata,0,Petrol
3509,VEH002809,Bike,Royal Enfield,10,Petrol
3510,VEH004421,Scooter,Vespa,6,Petrol
3511,VEH004548,Bike,TVS,2,Petrol
3512,VEH005187,Bike,Suzuki,8,Petrol
3513,VEH005516,Car,Tata,2,Diesel
3514,VEH006972,Bike,Royal Enfield,1,Petrol
3515,VEH004281,Bike,TVS,2,Petrol
3516,VEH001072,Auto Rickshaw,Bajaj,4,Petrol
3517,VEH001291,Car,Kia,20,Petrol
3518,VEH002210,Car,Tata,1,Diesel
3519,VEH004533,Car,Mahindra,5,Diesel
3520,VEH006199,Bus,Ashok Leyland,13,Diesel
3521,VEH004825,Bike,Hero,1,Petrol
3522,VEH001470,Bike,Hero,4,Petrol
3523,VEH007120,Auto Rickshaw,Piaggio,5,CNG
3524,VEH003053,Car,Hyundai,3,Diesel
3525,VEH006242,Bike,Hero,15,Petrol
3526,VEH003923,Bike,KTM,2,Petrol
3527,VEH007146,Car,Kia,1,Diesel
3528,VEH001378,Car,Honda,2,Diesel
3529,VEH000463,Auto Rickshaw,Piaggio,2,CNG
3530,VEH005168,Bike,Bajaj,1,Petrol
3531,VEH004173,Car,Honda,20,Petrol
3532,VEH002483,Car,Hyundai,4,Diesel
3533,VEH006348,Bike,Bajaj,4,Petrol
3534,VEH002903,Bike,Hero,1,Petrol
3535,VEH002575,Bike,Royal Enfield,7,Petrol
3536,VEH005410,Car,Hyundai,3,Petrol
3537,VEH003648,Bike,Royal Enfield,2,Petrol
3538,VEH004219,Car,Honda,12,Petrol
3539,VEH006566,Car,Hyundai,0,Diesel
3540,VEH006017,Car,Mahindra,1,CNG
3541,VEH000512,Bus,Tata,0,CNG
3542,VEH003686,Car,Maruti Suzuki,7,Diesel
3543,VEH001326,Car,Mahindra,3,Electric
3544,VEH001537,Auto Rickshaw,Piaggio,0,CNG
3545,VEH004796,Scooter,Suzuki,1,Petrol
