location_surrogate_key,location_key,area_name,city_id,city,state,latitude,longitude
1392,LOC01563,Industrial Area,C046,Kochi,Kerala,9.923273,76.27573
1393,LOC01293,Swargate,C002,Pune,Maharashtra,18.522655,73.858385
1394,LOC02243,Clock Tower Area,C073,Thanjavur,Tamil Nadu,10.790155,79.13234
1395,LOC01424,IT Park Area,C051,Guwahati,Assam,26.131401,91.727997
1396,LOC01272,Station Area,C017,Chennai,Tamil Nadu,13.092648,80.263162
1397,LOC01985,Bypass Road,C095,Jamshedpur,Jharkhand,22.806473,86.188774
1398,LOC01874,Flyover Junction,C020,Salem,Tamil Nadu,11.649441,78.142629
1399,LOC02930,Highway Junction,C028,Jaipur,Rajasthan,26.914241,75.799652
1400,LOC00412,Market Area,C021,Erode,Tamil Nadu,11.352273,77.706008
1401,LOC02752,Old City,C044,Ranchi,Jharkhand,23.349085,85.322094
1402,LOC02024,Market Area,C005,Aurangabad,Maharashtra,19.875409,75.342153
1403,LOC02751,Bypass Road,C026,Rajkot,Gujarat,22.295574,70.801046
1404,LOC01898,Highway Junction,C058,Vijayawada,Andhra Pradesh,16.52009,80.641058
1405,LOC01988,Market Area,C085,Jhansi,Uttar Pradesh,25.440398,78.570074
1406,LOC00999,City Center,C028,Jaipur,Rajasthan,26.899409,75.79262
1407,LOC01464,Bus Stand Area,C037,Agra,Uttar Pradesh,27.16463,78.022116
1408,LOC02369,Bypass Road,C026,Rajkot,Gujarat,22.308171,70.801093
1409,LOC01716,Station Area,C074,Bhavnagar,Gujarat,21.771034,72.148957
1410,LOC00645,Highway Junction,C075,Jamnagar,Gujarat,22.482933,70.065716
1411,LOC00248,Station Area,C088,Howrah,West Bengal,22.572487,88.268691
1412,LOC00694,Clock Tower Area,C027,Vadodara,Gujarat,22.308432,73.175551
1413,LOC00369,Clock Tower Area,C063,Jalgaon,Maharashtra,21.006627,75.548764
1414,LOC00019,Clock Tower Area,C032,Ajmer,Rajasthan,26.439469,74.63879
1415,LOC01489,Flyover Junction,C091,Ujjain,Madhya Pradesh,23.187659,75.772844
1416,LOC00316,Flyover Junction,C039,Bhopal,Madhya Pradesh,23.274501,77.417126
1417,LOC01807,Clock Tower Area,C101,Jalandhar,Punjab,31.32042,75.577017
1418,LOC00169,Station Area,C058,Vijayawada,Andhra Pradesh,16.500674,80.644642
1419,LOC02484,Bus Stand Area,C036,Prayagraj,Uttar Pradesh,25.44922,81.84355
1420,LOC01537,Main Road,C018,Coimbatore,Tamil Nadu,11.026003,76.967144
1421,LOC01701,Market Area,C019,Madurai,Tamil Nadu,9.913598,78.116578
1422,LOC02778,Bypass Road,C062,Sangli,Maharashtra,16.852989,74.556032
1423,LOC01337,Railway Crossing,C097,Cuttack,Odisha,20.457782,85.887825
1424,LOC02811,Industrial Area,C007,Kolhapur,Maharashtra,16.701016,74.247388
1425,LOC02622,Ring Road,C067,Belgaum,Karnataka,15.855586,74.503866
1426,LOC00987,Bypass Road,C032,Ajmer,Rajasthan,26.441448,74.629932
1427,LOC01404,Flyover Junction,C014,Mangaluru,Karnataka,12.920284,74.850721
1428,LOC00072,Railway Crossing,C013,Mysuru,Karnataka,12.296909,76.638474
1429,LOC01885,Railway Crossing,C027,Vadodara,Gujarat,22.312343,73.173428
1430,LOC02566,IT Park Area,C028,Jaipur,Rajasthan,26.902913,75.777744
1431,LOC00712,Market Area,C078,Bikaner,Rajasthan,28.008765,73.311135
1432,LOC00731,Churchgate,C001,Mumbai,Maharashtra,19.076435,72.888638
1433,LOC00017,Old City,C044,Ranchi,Jharkhand,23.331463,85.303924
1434,LOC02944,Hinjewadi,C002,Pune,Maharashtra,18.528818,73.870728
1435,LOC00331,Bypass Road,C081,Agra Rural,Uttar Pradesh,27.255823,78.053963
1436,LOC02216,Railway Crossing,C027,Vadodara,Gujarat,22.315294,73.191922
1437,LOC02520,Flyover Junction,C086,Saharanpur,Uttar Pradesh,29.984062,77.546861
1438,LOC01840,Market Area,C081,Agra Rural,Uttar Pradesh,27.255741,78.03685
1439,LOC00632,Highway Junction,C036,Prayagraj,Uttar Pradesh,25.429315,81.840247
1440,LOC00675,Clock Tower Area,C052,Shillong,Meghalaya,25.583519,91.894174
1441,LOC01549,City Center,C010,Gurugram,Delhi NCR,28.473668,77.031883
1442,LOC02145,Highway Junction,C009,Noida,Delhi NCR,28.536874,77.390866
1443,LOC01801,Bypass Road,C066,Hubli,Karnataka,15.351392,75.123061
1444,LOC00198,City Center,C057,Visakhapatnam,Andhra Pradesh,17.688016,83.226288
1445,LOC01291,IT Park Area,C062,Sangli,Maharashtra,16.841919,74.553275
1446,LOC00004,Bus Stand Area,C092,Sagar,Madhya Pradesh,23.82637,78.73629
1447,LOC01351,City Center,C028,Jaipur,Rajasthan,26.908039,75.795383
1448,LOC02610,City Center,C010,Gurugram,Delhi NCR,28.474365,77.039898
1449,LOC00090,Clock Tower Area,C018,Coimbatore,Tamil Nadu,11.008232,76.961501
1450,LOC01268,City Center,C086,Saharanpur,Uttar Pradesh,29.98437,77.546384
1451,LOC02297,Bypass Road,C097,Cuttack,Odisha,20.475717,85.881249
1452,LOC00036,Charminar,C015,Hyderabad,Telangana,17.372912,78.480996
1453,LOC00052,Flyover Junction,C082,Bareilly,Uttar Pradesh,28.369973,79.415481
1454,LOC01905,Bypass Road,C077,Junagadh,Gujarat,21.528442,70.4468
1455,LOC02462,Market Area,C076,Gandhinagar,Gujarat,23.218229,72.641598
1456,LOC01475,Industrial Area,C067,Belgaum,Karnataka,15.861643,74.48624
1457,LOC00493,Flyover Junction,C024,Ahmedabad,Gujarat,23.013327,72.56228
1458,LOC00934,Bypass Road,C021,Erode,Tamil Nadu,11.3272,77.727824
1459,LOC01317,Flyover Junction,C021,Erode,Tamil Nadu,11.34159,77.726685
1460,LOC01914,Jubilee Hills,C015,Hyderabad,Telangana,17.374965,78.47798
1461,LOC01966,Flyover Junction,C055,Raipur,Chhattisgarh,21.248889,81.619215
1462,LOC00553,Ring Road,C110,Guntur,Andhra Pradesh,16.306705,80.439859
1463,LOC02727,Charminar,C015,Hyderabad,Telangana,17.37355,78.489977
1464,LOC01742,New Colony,C043,Patna,Bihar,25.604361,85.129416
1465,LOC02841,Old City,C007,Kolhapur,Maharashtra,16.702959,74.25034
1466,LOC00398,IT Park Area,C097,Cuttack,Odisha,20.451554,85.890783
1467,LOC01809,IT Park Area,C072,Vellore,Tamil Nadu,12.924486,79.132849
1468,LOC01251,Railway Crossing,C079,Alwar,Rajasthan,27.56652,76.645272
1469,LOC01773,Ring Road,C021,Erode,Tamil Nadu,11.326738,77.708485
1470,LOC01703,Electronic City,C012,Bengaluru,Karnataka,12.9645,77.58489
1471,LOC00746,Bus Stand Area,C106,Silchar,Assam,24.821064,92.791594
1472,LOC02599,Industrial Area,C088,Howrah,West Bengal,22.568454,88.277854
1473,LOC02218,Itwari,C003,Nagpur,Maharashtra,21.134457,79.093766
1474,LOC01427,Station Area,C030,Udaipur,Rajasthan,24.598627,73.697515
1475,LOC00310,Highway Junction,C044,Ranchi,Jharkhand,23.347727,85.305909
1476,LOC00370,City Center,C055,Raipur,Chhattisgarh,21.237885,81.622723
1477,LOC01328,Highway Junction,C027,Vadodara,Gujarat,22.302142,73.176731
1478,LOC02124,Highway Junction,C032,Ajmer,Rajasthan,26.449993,74.637432
1479,LOC00900,Market Area,C042,Gwalior,Madhya Pradesh,26.219399,78.172263
1480,LOC02404,Flyover Junction,C071,Tirunelveli,Tamil Nadu,8.708447,77.754304
1481,LOC01398,Railway Crossing,C073,Thanjavur,Tamil Nadu,10.793977,79.128071
1482,LOC00638,Station Area,C083,Moradabad,Uttar Pradesh,28.824385,78.790001
1483,LOC02609,Flyover Junction,C077,Junagadh,Gujarat,21.519233,70.454834
1484,LOC02825,Flyover Junction,C104,Ambala,Haryana,30.379427,76.772152
1485,LOC01972,Old City,C018,Coimbatore,Tamil Nadu,11.031763,76.963152
1486,LOC01125,Main Road,C024,Ahmedabad,Gujarat,23.017793,72.560765
1487,LOC02824,Station Area,C018,Coimbatore,Tamil Nadu,11.001949,76.954983
1488,LOC02231,Highway Junction,C090,Siliguri,West Bengal,26.737683,88.393248
1489,LOC01494,Station Area,C041,Jabalpur,Madhya Pradesh,23.175077,79.979731
1490,LOC00121,Industrial Area,C052,Shillong,Meghalaya,25.570889,91.906759
1491,LOC01256,Highway Junction,C106,Silchar,Assam,24.818799,92.772328
1492,LOC02828,Railway Crossing,C083,Moradabad,Uttar Pradesh,28.833256,78.791397
1493,LOC01934,Market Area,C074,Bhavnagar,Gujarat,21.762987,72.16806
1494,LOC00898,New Colony,C019,Madurai,Tamil Nadu,9.92084,78.134779
1495,LOC02397,Bypass Road,C074,Bhavnagar,Gujarat,21.7723,72.167922
1496,LOC00536,Railway Crossing,C032,Ajmer,Rajasthan,26.438844,74.627377
1497,LOC01895,Industrial Area,C048,Chandigarh,Punjab,30.74459,76.787763
1498,LOC00268,New Colony,C043,Patna,Bihar,25.603919,85.130758
1499,LOC00619,Highway Junction,C032,Ajmer,Rajasthan,26.446665,74.633492
1500,LOC00932,City Center,C091,Ujjain,Madhya Pradesh,23.183294,75.76222
1501,LOC02822,Highway Junction,C022,Tirupati,Tamil Nadu,13.636898,79.407836
1502,LOC02080,Flyover Junction,C013,Mysuru,Karnataka,12.295635,76.641182
1503,LOC00437,Clock Tower Area,C108,Nizamabad,Telangana,18.684758,78.098243
1504,LOC01159,Bypass Road,C089,Durgapur,West Bengal,23.509656,87.319323
1505,LOC01815,Industrial Area,C044,Ranchi,Jharkhand,23.345596,85.314652
1506,LOC00816,Market Area,C046,Kochi,Kerala,9.920392,76.265137
1507,LOC02457,Clock Tower Area,C064,Dhule,Maharashtra,20.903215,74.76218
1508,LOC01608,New Colony,C083,Moradabad,Uttar Pradesh,28.827647,78.765852
1509,LOC01197,Industrial Area,C084,Gorakhpur,Uttar Pradesh,26.761032,83.381407
1510,LOC00326,Highway Junction,C060,Navi Mumbai,Maharashtra,19.03008,73.01894
1511,LOC02136,Station Area,C014,Mangaluru,Karnataka,12.908094,74.860617
1512,LOC02477,Ring Road,C027,Vadodara,Gujarat,22.319991,73.189414
1513,LOC00202,New Colony,C058,Vijayawada,Andhra Pradesh,16.491724,80.646436
1514,LOC02406,Old City,C039,Bhopal,Madhya Pradesh,23.245436,77.42437
1515,LOC01621,Bypass Road,C032,Ajmer,Rajasthan,26.449632,74.63857
1516,LOC01677,Market Area,C083,Moradabad,Uttar Pradesh,28.832882,78.766704
1517,LOC01194,City Center,C045,Bhubaneswar,Odisha,20.293859,85.835879
1518,LOC00425,IT Park Area,C069,Shimoga,Karnataka,13.916904,75.578087
1519,LOC00180,Ring Road,C013,Mysuru,Karnataka,12.298957,76.650699
1520,LOC01992,Main Road,C094,Muzaffarpur,Bihar,26.118328,85.400398
1521,LOC01059,Ring Road,C020,Salem,Tamil Nadu,11.672304,78.149089
1522,LOC01005,IT Park Area,C071,Tirunelveli,Tamil Nadu,8.720147,77.752783
1523,LOC00342,Railway Crossing,C040,Indore,Madhya Pradesh,22.720573,75.842917
1524,LOC01568,Station Area,C049,Ludhiana,Punjab,30.892272,75.867106
1525,LOC00220,Goregaon,C001,Mumbai,Maharashtra,19.061595,72.891757
1526,LOC01066,IT Park Area,C088,Howrah,West Bengal,22.566952,88.27714
1527,LOC02587,Old City,C062,Sangli,Maharashtra,16.846091,74.572903
1528,LOC01900,Highway Junction,C090,Siliguri,West Bengal,26.729501,88.384751
1529,LOC02373,Main Road,C018,Coimbatore,Tamil Nadu,11.023867,76.946983
1530,LOC02081,Station Area,C090,Siliguri,West Bengal,26.727945,88.396388
1531,LOC02077,New Colony,C082,Bareilly,Uttar Pradesh,28.355534,79.426693
1532,LOC00380,IT Park Area,C006,Solapur,Maharashtra,17.651895,75.8919
1533,LOC01715,New Colony,C055,Raipur,Chhattisgarh,21.244017,81.628191
1534,LOC02220,Highway Junction,C045,Bhubaneswar,Odisha,20.293403,85.81117
1535,LOC02502,Bypass Road,C070,Tiruchirappalli,Tamil Nadu,10.800316,78.694585
1536,LOC02871,Flyover Junction,C097,Cuttack,Odisha,20.467263,85.870745
1537,LOC00902,Bus Stand Area,C059,Thane,Maharashtra,19.230902,72.968988
1538,LOC01672,City Center,C090,Siliguri,West Bengal,26.738712,88.381836
1539,LOC00229,Market Area,C084,Gorakhpur,Uttar Pradesh,26.765455,83.375953
1540,LOC01009,Bypass Road,C023,Kolkata,West Bengal,22.584596,88.357894
1541,LOC02726,Bus Stand Area,C089,Durgapur,West Bengal,23.532261,87.304633
1542,LOC01330,IT Park Area,C078,Bikaner,Rajasthan,28.036859,73.307846
1543,LOC01808,Old City,C028,Jaipur,Rajasthan,26.924376,75.774337
1544,LOC02278,Ring Road,C097,Cuttack,Odisha,20.468268,85.885391
1545,LOC01546,City Center,C064,Dhule,Maharashtra,20.890711,74.777075
1546,LOC01467,Flyover Junction,C006,Solapur,Maharashtra,17.657598,75.905297
1547,LOC00765,Station Area,C100,Thrissur,Kerala,10.514487,76.226523
1548,LOC02835,Industrial Area,C103,Panipat,Haryana,29.405763,76.976923
1549,LOC01402,Flyover Junction,C056,Bilaspur,Chhattisgarh,22.07943,82.144833
1550,LOC01325,Railway Crossing,C101,Jalandhar,Punjab,31.33102,75.580189
1551,LOC01265,Highway Junction,C104,Ambala,Haryana,30.390898,76.76353
1552,LOC02352,Highway Junction,C073,Thanjavur,Tamil Nadu,10.78974,79.130401
1553,LOC02179,Railway Crossing,C037,Agra,Uttar Pradesh,27.166003,77.995324
1554,LOC02525,Clock Tower Area,C106,Silchar,Assam,24.836094,92.778783
1555,LOC02951,Market Area,C065,Nanded,Maharashtra,19.147404,77.331288
1556,LOC01746,Railway Crossing,C065,Nanded,Maharashtra,19.13721,77.309656
1557,LOC02279,Clock Tower Area,C108,Nizamabad,Telangana,18.658492,78.108621
1558,LOC01834,Station Area,C009,Noida,Delhi NCR,28.531358,77.37915
1559,LOC02313,Clock Tower Area,C096,Dhanbad,Jharkhand,23.788301,86.425186
1560,LOC00026,Ring Road,C107,Karimnagar,Telangana,18.434008,79.126984
1561,LOC02925,Industrial Area,C095,Jamshedpur,Jharkhand,22.791392,86.196595
1562,LOC01148,Station Area,C035,Varanasi,Uttar Pradesh,25.31039,83.015947
1563,LOC01244,Station Area,C020,Salem,Tamil Nadu,11.649805,78.140907
1564,LOC02438,New Colony,C049,Ludhiana,Punjab,30.896156,75.846964
1565,LOC00788,Clock Tower Area,C066,Hubli,Karnataka,15.376285,75.110505
1566,LOC01832,IT Park Area,C100,Thrissur,Kerala,10.524455,76.219162
1567,LOC02302,Railway Crossing,C013,Mysuru,Karnataka,12.297617,76.639662
1568,LOC00636,New Colony,C049,Ludhiana,Punjab,30.886724,75.869206
1569,LOC01899,Camp,C002,Pune,Maharashtra,18.529151,73.86831
1570,LOC01145,City Center,C083,Moradabad,Uttar Pradesh,28.846112,78.762284
1571,LOC00458,Hebbal,C012,Bengaluru,Karnataka,12.982171,77.592208
1572,LOC02999,Clock Tower Area,C046,Kochi,Kerala,9.916237,76.272174
1573,LOC01626,Clock Tower Area,C025,Surat,Gujarat,21.175124,72.833678
1574,LOC00271,Station Area,C088,Howrah,West Bengal,22.563454,88.262843
1575,LOC02332,Main Road,C092,Sagar,Madhya Pradesh,23.835829,78.751487
1576,LOC02196,Bus Stand Area,C059,Thane,Maharashtra,19.223895,72.992289
1577,LOC01258,Jubilee Hills,C015,Hyderabad,Telangana,17.375621,78.485053
1578,LOC02110,Bypass Road,C082,Bareilly,Uttar Pradesh,28.381886,79.423787
1579,LOC00040,Main Road,C034,Kanpur,Uttar Pradesh,26.456495,80.331262
1580,LOC00170,City Center,C030,Udaipur,Rajasthan,24.580574,73.704966
1581,LOC01302,IT Park Area,C106,Silchar,Assam,24.838021,92.770158
1582,LOC00133,Railway Crossing,C037,Agra,Uttar Pradesh,27.176251,78.000238
1583,LOC00813,Market Area,C100,Thrissur,Kerala,10.539509,76.21732
1584,LOC02261,Old City,C072,Vellore,Tamil Nadu,12.905422,79.144239
1585,LOC00514,Clock Tower Area,C104,Ambala,Haryana,30.367312,76.79111
1586,LOC00345,Lajpat Nagar,C008,Delhi,Delhi NCR,28.703246,77.116
1587,LOC02584,Old City,C055,Raipur,Chhattisgarh,21.260684,81.624642
1588,LOC00013,IT Park Area,C108,Nizamabad,Telangana,18.665066,78.08001
1589,LOC02465,Ring Road,C092,Sagar,Madhya Pradesh,23.828101,78.727531
1590,LOC01666,Trimurti Nagar,C003,Nagpur,Maharashtra,21.153663,79.091474
1591,LOC02340,Station Area,C069,Shimoga,Karnataka,13.925453,75.566601
1592,LOC02958,Industrial Area,C110,Guntur,Andhra Pradesh,16.301858,80.447444
1593,LOC02262,Station Area,C080,Bharatpur,Rajasthan,27.213863,77.4971
1594,LOC00912,Clock Tower Area,C067,Belgaum,Karnataka,15.848913,74.492267
1595,LOC00415,Flyover Junction,C104,Ambala,Haryana,30.377315,76.782584
1596,LOC00346,Main Road,C107,Karimnagar,Telangana,18.424658,79.145757
1597,LOC02174,City Center,C040,Indore,Madhya Pradesh,22.73007,75.862045
1598,LOC02661,Highway Junction,C037,Agra,Uttar Pradesh,27.163777,77.994338
1599,LOC00350,Baner,C002,Pune,Maharashtra,18.51279,73.871358
1600,LOC00462,New Colony,C093,Gaya,Bihar,24.799402,85.012221
1601,LOC01193,Bus Stand Area,C078,Bikaner,Rajasthan,28.025068,73.297568
1602,LOC00886,IT Park Area,C035,Varanasi,Uttar Pradesh,25.307369,82.992209
1603,LOC01480,Mankapur,C003,Nagpur,Maharashtra,21.13978,79.090972
1604,LOC00648,City Center,C054,Haridwar,Uttarakhand,29.945858,78.163037
1605,LOC01903,Market Area,C110,Guntur,Andhra Pradesh,16.315627,80.429162
1606,LOC01253,City Center,C049,Ludhiana,Punjab,30.894831,75.862078
1607,LOC02724,Ring Road,C062,Sangli,Maharashtra,16.856367,74.570829
1608,LOC01205,Old City,C049,Ludhiana,Punjab,30.898353,75.859981
1609,LOC00082,Station Area,C040,Indore,Madhya Pradesh,22.719346,75.870551
1610,LOC00513,Bus Stand Area,C034,Kanpur,Uttar Pradesh,26.455296,80.322371
1611,LOC00644,Main Road,C077,Junagadh,Gujarat,21.507377,70.470809
1612,LOC02680,Flyover Junction,C076,Gandhinagar,Gujarat,23.201908,72.622548
1613,LOC00944,Bus Stand Area,C044,Ranchi,Jharkhand,23.333263,85.318171
1614,LOC01144,Railway Crossing,C099,Kozhikode,Kerala,11.246372,75.771259
1615,LOC02574,IT Park Area,C094,Muzaffarpur,Bihar,26.13223,85.386017
1616,LOC02304,Bypass Road,C099,Kozhikode,Kerala,11.259374,75.777793
1617,LOC02970,Flyover Junction,C103,Panipat,Haryana,29.387954,76.958099
1618,LOC02986,New Colony,C030,Udaipur,Rajasthan,24.575045,73.697926
1619,LOC02496,Flyover Junction,C038,Meerut,Uttar Pradesh,28.999324,77.711691
1620,LOC00048,City Center,C100,Thrissur,Kerala,10.529864,76.20905
1621,LOC00354,New Colony,C065,Nanded,Maharashtra,19.140365,77.332596
1622,LOC01039,Flyover Junction,C023,Kolkata,West Bengal,22.582149,88.350242
1623,LOC00396,Clock Tower Area,C060,Navi Mumbai,Maharashtra,19.026252,73.044256
1624,LOC01333,Magarpatta,C002,Pune,Maharashtra,18.5346,73.850325
1625,LOC02356,IT Park Area,C105,Dibrugarh,Assam,27.460386,94.904224
1626,LOC01322,IT Park Area,C058,Vijayawada,Andhra Pradesh,16.520027,80.661106
1627,LOC02034,New Colony,C076,Gandhinagar,Gujarat,23.228141,72.648214
1628,LOC01198,Rohini,C008,Delhi,Delhi NCR,28.700292,77.11509
1629,LOC00927,Bypass Road,C093,Gaya,Bihar,24.788292,85.004735
1630,LOC02433,Old City,C045,Bhubaneswar,Odisha,20.288798,85.824827
1631,LOC00423,Market Area,C109,Tirupati,Andhra Pradesh,13.633198,79.404612
1632,LOC00815,Bus Stand Area,C016,Warangal,Telangana,17.985737,79.599869
1633,LOC01252,New Colony,C091,Ujjain,Madhya Pradesh,23.173735,75.767909
1634,LOC02266,Railway Crossing,C059,Thane,Maharashtra,19.226093,72.963466
1635,LOC00362,Clock Tower Area,C017,Chennai,Tamil Nadu,13.069209,80.266652
1636,LOC02998,Bus Stand Area,C104,Ambala,Haryana,30.375817,76.772263
1637,LOC01012,Clock Tower Area,C073,Thanjavur,Tamil Nadu,10.781886,79.138476
1638,LOC00020,IT Park Area,C078,Bikaner,Rajasthan,28.010491,73.318225
1639,LOC00960,Market Area,C032,Ajmer,Rajasthan,26.452315,74.650865
1640,LOC00613,Main Road,C024,Ahmedabad,Gujarat,23.018685,72.581984
1641,LOC00050,Market Area,C083,Moradabad,Uttar Pradesh,28.843722,78.769183
1642,LOC02966,New Colony,C020,Salem,Tamil Nadu,11.65715,78.138602
1643,LOC02955,Flyover Junction,C020,Salem,Tamil Nadu,11.671641,78.13219
1644,LOC01846,Bus Stand Area,C083,Moradabad,Uttar Pradesh,28.829028,78.765479
1645,LOC00478,Railway Crossing,C056,Bilaspur,Chhattisgarh,22.078161,82.13777
1646,LOC00714,Highway Junction,C055,Raipur,Chhattisgarh,21.24124,81.640493
1647,LOC01038,Bypass Road,C102,Patiala,Punjab,30.334454,76.374629
1648,LOC00918,Flyover Junction,C049,Ludhiana,Punjab,30.905004,75.843832
1649,LOC02005,Industrial Area,C022,Tirupati,Tamil Nadu,13.616395,79.415855
1650,LOC02882,Ring Road,C047,Thiruvananthapuram,Kerala,8.528919,76.940195
1651,LOC01879,Station Area,C037,Agra,Uttar Pradesh,27.176178,77.9997
1652,LOC00419,Old City,C054,Haridwar,Uttarakhand,29.936215,78.178988
1653,LOC00498,City Center,C013,Mysuru,Karnataka,12.309065,76.652879
1654,LOC02375,Bus Stand Area,C093,Gaya,Bihar,24.791803,84.988394
1655,LOC02248,Old City,C067,Belgaum,Karnataka,15.866245,74.486373
1656,LOC01609,New Colony,C010,Gurugram,Delhi NCR,28.454429,77.01886
1657,LOC00264,Indiranagar,C012,Bengaluru,Karnataka,12.977366,77.581162
1658,LOC01514,Market Area,C070,Tiruchirappalli,Tamil Nadu,10.77752,78.691721
1659,LOC02636,City Center,C048,Chandigarh,Punjab,30.726005,76.781431
1660,LOC00491,Market Area,C038,Meerut,Uttar Pradesh,28.976854,77.69702
1661,LOC02608,New Colony,C034,Kanpur,Uttar Pradesh,26.460597,80.328891
1662,LOC00454,Railway Crossing,C088,Howrah,West Bengal,22.578764,88.26756
1663,LOC01781,Market Area,C016,Warangal,Telangana,17.978962,79.593037
1664,LOC00663,Flyover Junction,C061,Amravati,Maharashtra,20.946702,77.744785
1665,LOC02075,City Center,C058,Vijayawada,Andhra Pradesh,16.496305,80.641805
1666,LOC02982,Highway Junction,C033,Lucknow,Uttar Pradesh,26.855476,80.938925
1667,LOC02607,Bypass Road,C043,Patna,Bihar,25.613483,85.136246
1668,LOC01804,IT Park Area,C100,Thrissur,Kerala,10.51502,76.207921
1669,LOC00405,Flyover Junction,C097,Cuttack,Odisha,20.461123,85.873036
1670,LOC00707,Ring Road,C017,Chennai,Tamil Nadu,13.089102,80.274304
1671,LOC00512,Ring Road,C023,Kolkata,West Bengal,22.577819,88.373604
1672,LOC02956,Railway Crossing,C108,Nizamabad,Telangana,18.677958,78.107176
1673,LOC00197,Industrial Area,C050,Amritsar,Punjab,31.633181,74.857789
1674,LOC02659,IT Park Area,C050,Amritsar,Punjab,31.647283,74.88359
1675,LOC01743,Market Area,C022,Tirupati,Tamil Nadu,13.636414,79.424285
1676,LOC01736,Main Road,C075,Jamnagar,Gujarat,22.48504,70.059357
1677,LOC00565,Highway Junction,C036,Prayagraj,Uttar Pradesh,25.448176,81.841843
1678,LOC02498,Old City,C107,Karimnagar,Telangana,18.428816,79.14499
1679,LOC00780,Highway Junction,C019,Madurai,Tamil Nadu,9.922227,78.128083
1680,LOC00309,Mulund,C001,Mumbai,Maharashtra,19.085907,72.876949
1681,LOC02522,Highway Junction,C029,Jodhpur,Rajasthan,26.246344,73.035204
1682,LOC00822,Clock Tower Area,C068,Davangere,Karnataka,14.455201,75.919761
1683,LOC02454,Railway Crossing,C058,Vijayawada,Andhra Pradesh,16.520121,80.640185
1684,LOC02549,City Center,C037,Agra,Uttar Pradesh,27.166841,78.00572
1685,LOC00455,IT Park Area,C035,Varanasi,Uttar Pradesh,25.33194,83.016712
1686,LOC00837,Highway Junction,C049,Ludhiana,Punjab,30.892836,75.860286
1687,LOC02386,IT Park Area,C051,Guwahati,Assam,26.135129,91.747248
1688,LOC01643,Railway Crossing,C028,Jaipur,Rajasthan,26.913027,75.792083
1689,LOC01658,Hitech City,C015,Hyderabad,Telangana,17.387075,78.497107
1690,LOC02950,Main Road,C020,Salem,Tamil Nadu,11.671206,78.131961
1691,LOC02907,Industrial Area,C065,Nanded,Maharashtra,19.136429,77.30998
1692,LOC01673,Flyover Junction,C075,Jamnagar,Gujarat,22.456242,70.065935
1693,LOC00204,Goregaon,C001,Mumbai,Maharashtra,19.061089,72.872158
1694,LOC00679,Bus Stand Area,C025,Surat,Gujarat,21.170749,72.842796
1695,LOC02931,Ring Road,C092,Sagar,Madhya Pradesh,23.831957,78.739319
1696,LOC02692,Station Area,C056,Bilaspur,Chhattisgarh,22.083629,82.139101
1697,LOC02992,Market Area,C076,Gandhinagar,Gujarat,23.209242,72.646064
1698,LOC01339,Bus Stand Area,C030,Udaipur,Rajasthan,24.5831,73.718678
1699,LOC01004,Ring Road,C045,Bhubaneswar,Odisha,20.300078,85.830745
1700,LOC00937,IT Park Area,C103,Panipat,Haryana,29.40303,76.977817
1701,LOC00098,Railway Crossing,C082,Bareilly,Uttar Pradesh,28.367246,79.436479
1702,LOC00811,Bus Stand Area,C076,Gandhinagar,Gujarat,23.225668,72.633644
1703,LOC02418,Clock Tower Area,C042,Gwalior,Madhya Pradesh,26.218967,78.185405
1704,LOC01488,Bypass Road,C064,Dhule,Maharashtra,20.911097,74.783661
1705,LOC01362,Flyover Junction,C034,Kanpur,Uttar Pradesh,26.456387,80.326308
1706,LOC02733,Old City,C010,Gurugram,Delhi NCR,28.468419,77.015166
1707,LOC00007,Ring Road,C085,Jhansi,Uttar Pradesh,25.444268,78.583303
1708,LOC01939,IT Park Area,C006,Solapur,Maharashtra,17.671227,75.89593
1709,LOC00028,Powai,C001,Mumbai,Maharashtra,19.076524,72.877772
1710,LOC00227,Main Road,C106,Silchar,Assam,24.839601,92.789567
1711,LOC02010,Old City,C037,Agra,Uttar Pradesh,27.191219,78.013924
1712,LOC02450,Ring Road,C070,Tiruchirappalli,Tamil Nadu,10.787263,78.71056
1713,LOC01281,Ring Road,C095,Jamshedpur,Jharkhand,22.811145,86.217749
1714,LOC00002,Clock Tower Area,C046,Kochi,Kerala,9.931855,76.281013
1715,LOC01912,Bus Stand Area,C013,Mysuru,Karnataka,12.284601,76.649238
1716,LOC02760,Ring Road,C070,Tiruchirappalli,Tamil Nadu,10.804826,78.697906
1717,LOC01521,Ring Road,C065,Nanded,Maharashtra,19.130678,77.314168
1718,LOC01248,Bus Stand Area,C031,Kota,Rajasthan,25.209457,75.854297
1719,LOC02572,Market Area,C046,Kochi,Kerala,9.931313,76.272261
1720,LOC01359,City Center,C046,Kochi,Kerala,9.931379,76.263702
1721,LOC02417,Flyover Junction,C038,Meerut,Uttar Pradesh,28.982101,77.712373
1722,LOC01361,Marathahalli,C012,Bengaluru,Karnataka,12.982949,77.603859
1723,LOC01018,Market Area,C027,Vadodara,Gujarat,22.310891,73.194782
1724,LOC00824,Railway Crossing,C066,Hubli,Karnataka,15.365476,75.113386
1725,LOC02273,City Center,C065,Nanded,Maharashtra,19.150235,77.318789
