violation_id,driver_id,vehicle_id,location_id,city_id,violation_date,violation_time,violation_type,fine_amount,severity,accident_involved,driver_age,driver_gender,license_type,previous_violations,vehicle_type,vehicle_brand,vehicle_age,fuel_type,area_name,city,state,road_type,latitude,longitude,average_speed,weather_condition,lane_affected,department_status
V20250702005218,D04881,VEH001395,LOC01726,C101,2025-07-02,17:27:52,Overspeeding,1400,Medium,No,55,Male,Permanent,0,Car,Toyota,1,CNG,IT Park Area,Jalandhar,Punjab,City Road,31.31726,75.581106,46,Cloudy,Lane 2,Active
V20250417005219,D02673,VEH000357,LOC01755,C064,2025-04-17,17:32:12,Mobile Usage,2000,Medium,No,39,Male,Permanent,1,Bike,Bajaj,8,Petrol,Bus Stand Area,Dhule,Maharashtra,Expressway,20.911209,74.781165,112,Stormy,Lane 1,Under Review
V20250207005220,D03491,VEH004414,LOC00479,C041,2025-02-07,11:44:09,Wrong Parking,500,Low,No,48,Female,Permanent,3,Bike,Yamaha,2,Petrol,Bus Stand Area,Jabalpur,Madhya Pradesh,State Highway,23.184602,79.980131,62,Clear,Lane 1,Under Review
V20240326005221,D00669,VEH004001,LOC00869,C105,2024-03-26,09:24:21,Wrong Parking,300,Low,No,36,Male,Permanent,0,Car,Tata,18,Petrol,Station Area,Dibrugarh,Assam,National Highway,27.446083,94.911361,63,Foggy,Lane 1,Under Review
V20251004005222,D01254,VEH000016,LOC00582,C012,2025-10-04,15:35:28,Wrong Side Driving,800,High,No,41,Male,Permanent,0,Auto Rickshaw,Piaggio,4,CNG,Electronic City,Bengaluru,Karnataka,National Highway,12.967136,77.582833,82,Cloudy,Lane 1,Active
V20240601005223,D01913,VEH005500,LOC02660,C042,2024-06-01,18:25:27,Overspeeding,2000,Medium,No,34,Male,International,5,Bike,TVS,9,Petrol,Industrial Area,Gwalior,Madhya Pradesh,Expressway,26.215316,78.181762,100,Clear,Lane 1,Active
V20251122005224,D04162,VEH000890,LOC02010,C015,2025-11-22,12:58:58,No Helmet,800,Medium,No,18,Male,Learner,2,Auto Rickshaw,Bajaj,5,CNG,Banjara Hills,Hyderabad,Telangana,City Road,17.379294,78.491683,54,Clear,Shoulder,Dispatched
V20241211005225,D00994,VEH001745,LOC01019,C009,2024-12-11,09:55:00,Signal Jumping,800,Medium,No,24,Female,Permanent,0,Bike,Bajaj,4,Petrol,Ring Road,Noida,Delhi NCR,Expressway,28.521393,77.39466,101,Rainy,Lane 3,Under Review
V20250303005226,D04815,VEH004690,LOC01622,C037,2025-03-03,14:02:53,Drunk Driving,5500,Critical,Yes,26,Male,Learner,0,Bike,Royal Enfield,5,Petrol,Old City,Agra,Uttar Pradesh,State Highway,27.179645,77.993712,62,Clear,Lane 1,Active
V20250217005227,D03720,VEH006248,LOC02453,C004,2025-02-17,06:48:46,Signal Jumping,700,Medium,No,26,Female,Permanent,0,Auto Rickshaw,Piaggio,2,CNG,Highway Junction,Nashik,Maharashtra,City Road,19.993782,73.79307,38,Cloudy,Lane 2,Under Review
V20250320005228,D00844,VEH002126,LOC01528,C079,2025-03-20,23:55:43,No Helmet,500,Medium,No,40,Male,Permanent,1,Van,Mahindra,12,CNG,Station Area,Alwar,Rajasthan,Expressway,27.547645,76.647477,98,Cloudy,Lane 1,Under Review
V20251108005229,D04161,VEH004093,LOC00267,C015,2025-11-08,11:34:18,No Seatbelt,600,Low,No,54,Male,No License,2,Bike,Suzuki,3,Petrol,Madhapur,Hyderabad,Telangana,State Highway,17.393929,78.484428,58,Cloudy,Lane 1,Notified
V20240211005230,D04298,VEH004293,LOC00676,C046,2024-02-11,19:14:04,Wrong Parking,300,Low,No,37,Male,Permanent,1,Scooter,Bajaj,20,Petrol,Old City,Kochi,Kerala,City Road,9.939863,76.254511,51,Stormy,Multiple Lanes,Dispatched
V20250109005231,D03964,VEH007405,LOC00602,C063,2025-01-09,08:23:44,No Helmet,700,Medium,No,38,Male,Permanent,2,Bike,Yamaha,9,Electric,New Colony,Jalgaon,Maharashtra,National Highway,21.017454,75.572639,63,Clear,Multiple Lanes,Notified
V20240610005232,D00104,VEH002024,LOC01549,C035,2024-06-10,17:20:23,No Helmet,600,Medium,No,31,Male,Permanent,1,Scooter,Vespa,7,Petrol,Station Area,Varanasi,Uttar Pradesh,Local Street,25.332391,82.998009,28,Rainy,Lane 1,Notified
V20250128005233,D03144,VEH000897,LOC02842,C013,2025-01-28,14:19:56,Wrong Parking,400,Low,No,40,Male,Learner,0,Truck,Ashok Leyland,3,Diesel,Bypass Road,Mysuru,Karnataka,City Road,12.310708,76.635371,54,Foggy,Lane 2,Notified
V20250523005234,D00891,VEH005414,LOC02118,C088,2025-05-23,14:50:25,Drunk Driving,6900,High,No,19,Male,No License,0,Car,Mahindra,20,Electric,Clock Tower Area,Howrah,West Bengal,State Highway,22.576951,88.275419,78,Rainy,Lane 3,Notified
V20251111005235,D04871,VEH005324,LOC00351,C043,2025-11-11,18:54:33,Triple Riding,900,Medium,No,23,Female,Learner,1,Bike,Hero,10,Petrol,Market Area,Patna,Bihar,Expressway,25.618431,85.123823,75,Clear,Lane 3,Dispatched
V20251104005236,D04008,VEH005556,LOC02375,C058,2025-11-04,10:13:58,No Seatbelt,700,Low,No,29,Male,Permanent,1,Car,Mahindra,7,CNG,Old City,Vijayawada,Andhra Pradesh,Local Street,16.497368,80.65074,21,Rainy,Multiple Lanes,Dispatched
V20240731005237,D02738,VEH004261,LOC01128,C072,2024-07-31,11:21:55,Signal Jumping,900,Medium,No,27,Male,Permanent,0,Bike,Honda,10,Electric,Flyover Junction,Vellore,Tamil Nadu,State Highway,12.930419,79.129028,71,Clear,Lane 1,Under Review
V20251122005238,D02757,VEH003737,LOC01992,C026,2025-11-22,19:35:22,No Helmet,800,Medium,No,21,Male,Permanent,0,Bike,Hero,3,Petrol,IT Park Area,Rajkot,Gujarat,City Road,22.314731,70.791622,53,Clear,Lane 1,Active
V20241014005239,D00773,VEH003441,LOC00671,C082,2024-10-14,17:00:11,Triple Riding,600,Medium,Yes,31,Male,Permanent,3,Scooter,Bajaj,5,Petrol,Old City,Bareilly,Uttar Pradesh,National Highway,28.381514,79.422852,69,Rainy,Lane 3,Dispatched
V20240929005240,D03136,VEH006853,LOC00827,C074,2024-09-29,20:57:02,Signal Jumping,500,Medium,No,55,Male,Permanent,0,Bike,KTM,15,Petrol,Main Road,Bhavnagar,Gujarat,National Highway,21.751262,72.144002,94,Clear,Lane 3,Active
V20250613005241,D03944,VEH004831,LOC01614,C016,2025-06-13,19:50:34,Mobile Usage,2400,High,No,29,Male,Permanent,0,Truck,Eicher,3,Diesel,Clock Tower Area,Warangal,Telangana,Expressway,17.968196,79.596817,91,Cloudy,Lane 1,Under Review
V20240721005242,D01583,VEH006537,LOC01206,C059,2024-07-21,18:30:24,No Seatbelt,700,Low,No,19,Male,Permanent,0,Scooter,Hero,7,Petrol,Main Road,Thane,Maharashtra,City Road,19.207528,72.976397,27,Foggy,Lane 1,Notified
V20240809005243,D02717,VEH005587,LOC01038,C017,2024-08-09,21:58:05,No License,4200,High,No,34,Male,Permanent,0,Van,Maruti Suzuki,17,CNG,Bus Stand Area,Chennai,Tamil Nadu,National Highway,13.082108,80.260802,81,Cloudy,Lane 3,Active
V20250615005244,D04498,VEH003578,LOC02066,C008,2025-06-15,16:47:54,No Helmet,800,Medium,No,33,Male,Permanent,1,Bike,Hero,3,Petrol,Rohini,Delhi,Delhi NCR,City Road,28.712313,77.097915,36,Clear,Multiple Lanes,Under Review
V20240108005245,D02601,VEH007306,LOC00964,C102,2024-01-08,07:22:14,Wrong Parking,400,Low,No,30,Female,Permanent,0,Bike,KTM,2,Electric,Old City,Patiala,Punjab,City Road,30.338786,76.390461,48,Rainy,Lane 1,Active
V20251220005246,D04197,VEH001996,LOC00039,C051,2025-12-20,15:50:16,Overspeeding,700,Medium,No,24,Male,Learner,2,Car,Honda,3,Diesel,Railway Crossing,Guwahati,Assam,State Highway,26.135007,91.721641,93,Cloudy,Lane 2,Dispatched
V20240902005247,D04737,VEH001680,LOC02998,C020,2024-09-02,18:57:34,Mobile Usage,2700,High,No,33,Male,Permanent,1,Car,Maruti Suzuki,2,Diesel,Bypass Road,Salem,Tamil Nadu,Local Street,11.666186,78.135868,29,Cloudy,Lane 2,Under Review
V20250828005248,D02543,VEH003208,LOC02236,C031,2025-08-28,07:23:49,No Helmet,700,Medium,No,40,Male,Permanent,0,Auto Rickshaw,TVS,7,CNG,Market Area,Kota,Rajasthan,City Road,25.213748,75.852725,41,Rainy,Lane 2,Dispatched
V20251102005249,D00530,VEH001669,LOC00528,C100,2025-11-02,18:58:03,Overspeeding,1100,Medium,No,21,Male,International,0,Bus,Ashok Leyland,6,Diesel,Market Area,Thrissur,Kerala,Expressway,10.529742,76.223173,104,Foggy,Multiple Lanes,Notified
V20240215005250,D04634,VEH001767,LOC00547,C001,2024-02-15,20:02:30,No Seatbelt,700,Medium,No,19,Male,Permanent,4,Bike,Hero,4,Petrol,Thane,Mumbai,Maharashtra,Local Street,19.064289,72.881698,27,Clear,Lane 2,Dispatched
V20240120005251,D03586,VEH000648,LOC00502,C058,2024-01-20,20:59:14,Mobile Usage,2600,High,Yes,20,Male,Permanent,2,Bike,TVS,3,Petrol,Industrial Area,Vijayawada,Andhra Pradesh,National Highway,16.506258,80.645867,86,Clear,Multiple Lanes,Dispatched
V20250827005252,D02577,VEH004094,LOC02967,C007,2025-08-27,17:54:47,No License,3100,High,No,18,Male,Permanent,0,Bike,TVS,5,Petrol,New Colony,Kolhapur,Maharashtra,State Highway,16.710794,74.25582,62,Clear,Shoulder,Under Review
V20250804005253,D04642,VEH003103,LOC00577,C104,2025-08-04,09:10:32,No Helmet,900,Medium,No,34,Male,Permanent,0,Car,Kia,8,Petrol,Main Road,Ambala,Haryana,City Road,30.392061,76.791232,30,Foggy,Lane 2,Notified
V20250304005254,D02190,VEH002108,LOC00430,C056,2025-03-04,18:01:24,No License,3900,High,Yes,20,Male,No License,1,Bike,TVS,0,Petrol,Main Road,Bilaspur,Chhattisgarh,Expressway,22.067157,82.125783,101,Clear,Multiple Lanes,Notified
V20250316005255,D03039,VEH003453,LOC00844,C024,2025-03-16,19:46:45,Overspeeding,1400,Medium,No,64,Female,Permanent,0,Bike,Bajaj,11,Petrol,Bypass Road,Ahmedabad,Gujarat,State Highway,23.024095,72.586011,70,Stormy,Lane 2,Under Review
V20240712005256,D00802,VEH005953,LOC01324,C026,2024-07-12,18:44:54,Overspeeding,1300,Medium,No,36,Female,Permanent,1,Car,Toyota,3,Petrol,City Center,Rajkot,Gujarat,National Highway,22.293935,70.801523,99,Stormy,Lane 1,Notified
V20250615005257,D01462,VEH004321,LOC01236,C055,2025-06-15,12:35:36,Overspeeding,1000,Medium,No,19,Male,Permanent,1,Van,Force,12,Petrol,City Center,Raipur,Chhattisgarh,Local Street,21.256453,81.637347,23,Clear,Lane 2,Active
V20251225005258,D02065,VEH001545,LOC02175,C087,2025-12-25,19:43:03,Signal Jumping,900,Medium,No,21,Female,Learner,0,Car,Toyota,5,CNG,Flyover Junction,Mathura,Uttar Pradesh,City Road,27.484796,77.684462,55,Rainy,Lane 1,Dispatched
V20240622005259,D03894,VEH004190,LOC01179,C069,2024-06-22,15:23:36,Mobile Usage,3100,Medium,No,32,Male,Permanent,0,Auto Rickshaw,Piaggio,12,CNG,Station Area,Shimoga,Karnataka,Local Street,13.920975,75.563189,31,Rainy,Lane 1,Under Review
V20240303005260,D02990,VEH002898,LOC01771,C060,2024-03-03,22:05:20,Overspeeding,1900,Medium,No,21,Male,Learner,1,Truck,Ashok Leyland,4,Diesel,IT Park Area,Navi Mumbai,Maharashtra,City Road,19.023539,73.028334,68,Rainy,Lane 3,Active
V20250329005261,D01276,VEH007362,LOC01192,C065,2025-03-29,03:31:10,No Helmet,800,Medium,No,36,Male,Learner,1,Car,Mahindra,2,Petrol,Main Road,Nanded,Maharashtra,Expressway,19.123863,77.324738,107,Cloudy,Multiple Lanes,Active
V20251212005262,D00313,VEH000868,LOC02019,C043,2025-12-12,09:48:18,No Helmet,800,Medium,No,28,Male,Permanent,0,Scooter,Vespa,4,Petrol,Industrial Area,Patna,Bihar,City Road,25.617746,85.135389,51,Cloudy,Lane 1,Active
V20250105005263,D01709,VEH003590,LOC02820,C032,2025-01-05,08:40:20,Overspeeding,1500,Medium,No,37,Male,Permanent,2,Auto Rickshaw,TVS,4,CNG,Highway Junction,Ajmer,Rajasthan,Expressway,26.451843,74.628166,174,Rainy,Lane 2,Active
V20240613005264,D00304,VEH000726,LOC02974,C040,2024-06-13,13:51:02,Signal Jumping,700,Medium,Yes,20,Male,Permanent,2,Bus,Tata,3,Diesel,Highway Junction,Indore,Madhya Pradesh,City Road,22.730461,75.868663,50,Clear,Lane 1,Notified
V20240323005265,D03659,VEH005735,LOC01066,C095,2024-03-23,09:19:02,Drunk Driving,3900,High,No,24,Male,Learner,0,Bike,Bajaj,3,Petrol,Main Road,Jamshedpur,Jharkhand,Local Street,22.796348,86.217082,27,Rainy,Lane 1,Under Review
V20240707005266,D02893,VEH001985,LOC02423,C053,2024-07-07,10:40:17,Red Light Violation,900,Medium,No,44,Male,Permanent,2,Auto Rickshaw,Piaggio,0,CNG,Market Area,Dehradun,Uttarakhand,City Road,30.315274,78.036381,43,Rainy,Lane 1,Active
V20250824005267,D02216,VEH007275,LOC00689,C068,2025-08-24,12:20:01,No Helmet,800,Medium,No,30,Male,Learner,1,Bike,Royal Enfield,20,Petrol,IT Park Area,Davangere,Karnataka,City Road,14.462153,75.906637,27,Rainy,Lane 1,Dispatched
V20250319005268,D04585,VEH006994,LOC00149,C088,2025-03-19,15:59:07,Mobile Usage,4600,Medium,No,50,Male,Learner,0,Bike,Yamaha,9,Electric,Ring Road,Howrah,West Bengal,Local Street,22.577511,88.271306,17,Clear,Multiple Lanes,Active
V20251110005269,D02814,VEH003884,LOC00773,C105,2025-11-10,17:44:15,Red Light Violation,800,Medium,No,61,Female,Permanent,5,Bike,Royal Enfield,1,Electric,Market Area,Dibrugarh,Assam,State Highway,27.445572,94.922397,50,Clear,Lane 1,Active
V20250624005270,D04727,VEH004282,LOC01089,C095,2025-06-24,18:56:11,Wrong Parking,400,Low,No,30,Male,International,2,Bike,Bajaj,9,Petrol,Industrial Area,Jamshedpur,Jharkhand,City Road,22.810681,86.197319,52,Cloudy,Lane 2,Notified
V20240323005271,D03159,VEH002575,LOC01670,C060,2024-03-23,21:24:25,Wrong Parking,200,Low,No,49,Male,Learner,2,Bike,Honda,2,Petrol,Bypass Road,Navi Mumbai,Maharashtra,Expressway,19.028824,73.043161,103,Clear,Multiple Lanes,Notified
V20240401005272,D00040,VEH001020,LOC02623,C083,2024-04-01,20:39:14,No Seatbelt,500,Medium,No,19,Male,Permanent,1,Bike,Bajaj,4,Petrol,City Center,Moradabad,Uttar Pradesh,City Road,28.847902,78.778694,30,Clear,Multiple Lanes,Active
V20250330005273,D02762,VEH005557,LOC01307,C029,2025-03-30,07:45:26,Signal Jumping,500,Medium,No,21,Male,Permanent,1,Car,Tata,2,Diesel,Bus Stand Area,Jodhpur,Rajasthan,Expressway,26.234978,73.011203,101,Clear,Multiple Lanes,Notified
V20250630005274,D04520,VEH006130,LOC01259,C070,2025-06-30,18:31:11,Overspeeding,1600,High,No,42,Male,Permanent,2,Car,Volkswagen,8,Diesel,IT Park Area,Tiruchirappalli,Tamil Nadu,National Highway,10.781215,78.699014,88,Rainy,Shoulder,Active
V20250723005275,D02377,VEH006003,LOC01968,C097,2025-07-23,08:45:55,No Seatbelt,700,Medium,No,25,Male,Permanent,0,Bike,KTM,2,Petrol,New Colony,Cuttack,Odisha,National Highway,20.471721,85.878006,84,Cloudy,Multiple Lanes,Active
V20250325005276,D00012,VEH000180,LOC01021,C096,2025-03-25,06:24:26,Overspeeding,500,Medium,No,49,Male,Permanent,1,Auto Rickshaw,TVS,4,CNG,Bus Stand Area,Dhanbad,Jharkhand,State Highway,23.785284,86.421244,120,Clear,Lane 1,Notified
V20241020005277,D01304,VEH007822,LOC01070,C107,2024-10-20,11:53:46,No License,4100,High,No,34,Female,Learner,0,Bike,Suzuki,8,Petrol,Highway Junction,Karimnagar,Telangana,Local Street,18.43689,79.117292,37,Cloudy,Lane 2,Notified
V20240215005278,D04906,VEH000017,LOC01917,C011,2024-02-15,17:26:51,Overspeeding,700,Medium,No,51,Male,Permanent,2,Car,Volkswagen,4,Diesel,Flyover Junction,Faridabad,Delhi NCR,State Highway,28.401254,77.330318,86,Clear,Lane 2,Active
V20251104005279,D02362,VEH001166,LOC01869,C043,2025-11-04,09:15:29,Dangerous Driving,4100,High,No,31,Male,Permanent,0,Car,Hyundai,15,Diesel,Station Area,Patna,Bihar,City Road,25.6075,85.126496,31,Cloudy,Lane 2,Active
V20240919005280,D02642,VEH002584,LOC00827,C092,2024-09-19,13:54:39,Signal Jumping,800,Medium,No,19,Male,Permanent,0,Car,Toyota,5,Petrol,Flyover Junction,Sagar,Madhya Pradesh,City Road,23.851841,78.737422,36,Rainy,Multiple Lanes,Dispatched
V20240830005281,D02946,VEH003212,LOC01753,C097,2024-08-30,09:46:10,No Seatbelt,700,Low,No,38,Male,Permanent,0,Auto Rickshaw,Piaggio,11,Petrol,Industrial Area,Cuttack,Odisha,National Highway,20.463542,85.885276,67,Rainy,Lane 2,Active
V20251113005282,D01775,VEH002158,LOC00829,C045,2025-11-13,11:50:48,No Seatbelt,800,Medium,No,63,Male,No License,0,Car,Hyundai,16,Diesel,New Colony,Bhubaneswar,Odisha,City Road,20.294187,85.814093,50,Clear,Lane 2,Under Review
V20241005005283,D04091,VEH006780,LOC00979,C100,2024-10-05,10:25:58,No License,5000,High,Yes,58,Male,No License,1,Auto Rickshaw,Bajaj,0,Diesel,Ring Road,Thrissur,Kerala,Local Street,10.525052,76.221691,36,Clear,Lane 1,Dispatched
V20240321005284,D02193,VEH003501,LOC01965,C019,2024-03-21,09:24:49,Drunk Driving,6600,High,Yes,32,Female,Permanent,4,Bike,Suzuki,3,Petrol,City Center,Madurai,Tamil Nadu,National Highway,9.93476,78.108641,88,Rainy,Lane 3,Active
V20251015005285,D02452,VEH004252,LOC02433,C071,2025-10-15,20:33:31,Overspeeding,600,High,No,26,Male,Learner,0,Bike,Honda,3,Petrol,Flyover Junction,Tirunelveli,Tamil Nadu,National Highway,8.711691,77.75245,105,Foggy,Lane 2,Active
V20240111005286,D00471,VEH000794,LOC00665,C021,2024-01-11,12:33:47,Overspeeding,1000,Medium,No,20,Male,Permanent,1,Bike,Royal Enfield,5,Petrol,Station Area,Erode,Tamil Nadu,State Highway,11.355799,77.713571,89,Clear,Lane 1,Dispatched
V20240201005287,D02731,VEH005525,LOC00426,C105,2024-02-01,14:41:54,Drunk Driving,3000,Critical,No,20,Male,Learner,0,Car,Volkswagen,0,Electric,New Colony,Dibrugarh,Assam,Local Street,27.43958,94.923352,18,Cloudy,Lane 3,Active
V20250911005288,D01472,VEH001290,LOC01254,C005,2025-09-11,20:05:20,No License,4100,High,No,18,Male,International,0,Auto Rickshaw,Piaggio,3,Petrol,Ring Road,Aurangabad,Maharashtra,City Road,19.867052,75.334483,52,Clear,Lane 3,Active
V20240904005289,D02693,VEH000702,LOC02269,C016,2024-09-04,07:50:03,No Seatbelt,900,Medium,No,20,Male,Permanent,1,Scooter,TVS,0,Petrol,Main Road,Warangal,Telangana,National Highway,17.98313,79.602615,92,Clear,Shoulder,Active
V20250328005290,D00920,VEH000885,LOC00628,C088,2025-03-28,11:30:05,Drunk Driving,8200,High,No,30,Female,Permanent,0,Car,Hyundai,3,Petrol,Bus Stand Area,Howrah,West Bengal,State Highway,22.577423,88.256854,71,Rainy,Multiple Lanes,Under Review
V20250331005291,D02917,VEH005362,LOC00890,C037,2025-03-31,09:21:47,Drunk Driving,6800,High,No,55,Male,Permanent,2,Car,Mahindra,3,Electric,Clock Tower Area,Agra,Uttar Pradesh,City Road,27.16868,78.012007,25,Cloudy,Lane 1,Active
V20250613005292,D00388,VEH003934,LOC02772,C087,2025-06-13,09:01:32,Mobile Usage,1900,Medium,No,36,Male,Permanent,0,Bike,KTM,1,Petrol,City Center,Mathura,Uttar Pradesh,City Road,27.502718,77.677564,37,Cloudy,Lane 1,Notified
V20251118005293,D01697,VEH005524,LOC02885,C018,2025-11-18,11:07:50,No Helmet,900,Medium,No,37,Male,Permanent,2,Auto Rickshaw,Piaggio,0,CNG,New Colony,Coimbatore,Tamil Nadu,National Highway,11.018612,76.950216,79,Clear,Multiple Lanes,Notified
V20240219005294,D04762,VEH003423,LOC00970,C056,2024-02-19,09:27:28,Signal Jumping,700,Medium,No,19,Male,No License,1,Bike,Honda,4,Petrol,Bypass Road,Bilaspur,Chhattisgarh,Local Street,22.075394,82.141023,35,Foggy,Lane 1,Active
V20240117005295,D01860,VEH005178,LOC01871,C077,2024-01-17,12:07:35,Overspeeding,600,High,No,18,Male,Learner,0,Bus,Tata,0,Diesel,Clock Tower Area,Junagadh,Gujarat,State Highway,21.516962,70.469331,90,Rainy,Lane 3,Active
V20251005005296,D02183,VEH003317,LOC02440,C087,2025-10-05,08:50:22,Signal Jumping,900,Medium,No,18,Male,Permanent,0,Bike,KTM,1,Electric,Highway Junction,Mathura,Uttar Pradesh,Expressway,27.492669,77.675567,117,Foggy,Lane 3,Under Review
V20240328005297,D03064,VEH004411,LOC01236,C083,2024-03-28,18:16:36,Mobile Usage,1800,Medium,No,51,Male,Learner,0,Bike,Honda,3,Petrol,New Colony,Moradabad,Uttar Pradesh,Local Street,28.830202,78.77197,38,Foggy,Multiple Lanes,Under Review
V20251009005298,D00616,VEH004852,LOC00852,C059,2025-10-09,11:59:49,Wrong Side Driving,600,High,No,27,Female,Permanent,1,Scooter,TVS,3,Electric,Railway Crossing,Thane,Maharashtra,City Road,19.231516,72.980702,45,Rainy,Multiple Lanes,Active
V20241222005299,D01483,VEH004045,LOC00416,C047,2024-12-22,16:46:44,Mobile Usage,1200,High,Yes,18,Male,Permanent,0,Bike,Suzuki,6,Petrol,Clock Tower Area,Thiruvananthapuram,Kerala,Local Street,8.52722,76.940585,35,Foggy,Lane 1,Dispatched
V20250201005300,D00044,VEH005342,LOC00488,C006,2025-02-01,04:26:11,Drunk Driving,3400,Critical,No,32,Male,Permanent,0,Auto Rickshaw,Bajaj,5,CNG,Ring Road,Solapur,Maharashtra,City Road,17.653798,75.899058,25,Rainy,Multiple Lanes,Notified
V20241023005301,D01940,VEH003355,LOC00839,C100,2024-10-23,16:59:24,Signal Jumping,700,Medium,No,28,Female,Permanent,5,Bike,Yamaha,9,Petrol,IT Park Area,Thrissur,Kerala,National Highway,10.540537,76.204947,69,Clear,Lane 1,Active
V20251009005302,D02340,VEH005283,LOC01869,C008,2025-10-09,07:41:44,Signal Jumping,700,Medium,No,31,Male,Permanent,0,Car,Honda,3,Diesel,Rohini,Delhi,Delhi NCR,National Highway,28.69019,77.095643,93,Rainy,Multiple Lanes,Under Review
V20241029005303,D02015,VEH000581,LOC02199,C064,2024-10-29,15:32:17,No Seatbelt,900,Medium,Yes,39,Male,Permanent,0,Car,Volkswagen,12,Electric,Old City,Dhule,Maharashtra,City Road,20.908725,74.784062,43,Stormy,Lane 1,Under Review
V20240318005304,D03689,VEH005746,LOC01516,C019,2024-03-18,07:15:56,Overspeeding,700,High,No,21,Male,Permanent,3,Truck,Ashok Leyland,3,Diesel,Market Area,Madurai,Tamil Nadu,Expressway,9.916219,78.134512,151,Cloudy,Lane 1,Dispatched
V20240425005305,D01057,VEH002178,LOC01463,C093,2024-04-25,14:38:26,No License,2700,High,No,18,Male,Permanent,0,Bike,Suzuki,9,Petrol,City Center,Gaya,Bihar,City Road,24.78553,85.002653,28,Rainy,Lane 2,Dispatched
V20240904005306,D02176,VEH005967,LOC01901,C064,2024-09-04,20:41:02,Triple Riding,500,Medium,No,35,Male,Learner,1,Car,Tata,8,Petrol,Station Area,Dhule,Maharashtra,National Highway,20.905795,74.779237,67,Rainy,Multiple Lanes,Dispatched
V20241013005307,D01754,VEH004900,LOC02671,C014,2024-10-13,16:37:18,Overspeeding,2000,Medium,No,23,Male,Permanent,0,Car,Honda,7,Petrol,Ring Road,Mangaluru,Karnataka,State Highway,12.925575,74.859641,69,Rainy,Multiple Lanes,Active
V20240926005308,D01352,VEH002219,LOC02186,C020,2024-09-26,13:24:18,No Helmet,600,Medium,No,24,Male,Permanent,0,Bike,Royal Enfield,4,Petrol,Clock Tower Area,Salem,Tamil Nadu,State Highway,11.673456,78.134864,73,Cloudy,Lane 1,Notified
V20250401005309,D04033,VEH002847,LOC00914,C040,2025-04-01,15:29:00,No Helmet,600,Medium,No,36,Male,Learner,2,Car,Tata,4,Petrol,Bus Stand Area,Indore,Madhya Pradesh,City Road,22.727455,75.857121,39,Clear,Shoulder,Notified
V20241222005310,D03052,VEH003556,LOC00378,C089,2024-12-22,19:45:31,Drunk Driving,5700,High,Yes,31,Male,Permanent,2,Truck,Mahindra,4,Diesel,IT Park Area,Durgapur,West Bengal,State Highway,23.507692,87.302315,80,Clear,Lane 1,Dispatched
V20250112005311,D01784,VEH005507,LOC02693,C035,2025-01-12,18:17:39,No Seatbelt,600,Medium,No,31,Male,Permanent,1,Car,Maruti Suzuki,3,Petrol,Railway Crossing,Varanasi,Uttar Pradesh,City Road,25.318029,82.998825,41,Foggy,Lane 1,Active
V20251118005312,D00809,VEH005507,LOC00619,C037,2025-11-18,17:03:13,Wrong Side Driving,800,High,No,30,Male,Permanent,1,Auto Rickshaw,Piaggio,1,CNG,New Colony,Agra,Uttar Pradesh,City Road,27.178124,78.019739,30,Cloudy,Lane 1,Dispatched
V20250905005313,D03524,VEH004583,LOC01676,C081,2025-09-05,10:40:48,No Helmet,700,Medium,No,32,Female,Learner,3,Auto Rickshaw,Piaggio,5,Petrol,City Center,Agra Rural,Uttar Pradesh,Expressway,27.235051,78.042698,70,Clear,Lane 1,Active
V20250219005314,D03761,VEH006551,LOC02310,C087,2025-02-19,17:02:23,Mobile Usage,1700,High,No,35,Male,International,0,Car,Mahindra,1,Petrol,Old City,Mathura,Uttar Pradesh,City Road,27.505162,77.679584,33,Clear,Lane 2,Active
V20240602005315,D03142,VEH000981,LOC01069,C024,2024-06-02,18:01:14,Overspeeding,2000,High,No,36,Male,Permanent,0,Car,Toyota,4,Petrol,New Colony,Ahmedabad,Gujarat,City Road,23.021812,72.560732,70,Foggy,Lane 2,Dispatched
V20251222005316,D00709,VEH003887,LOC00414,C103,2025-12-22,23:06:21,Mobile Usage,2600,High,No,32,Female,Permanent,1,Van,Maruti Suzuki,7,Petrol,New Colony,Panipat,Haryana,State Highway,29.378952,76.95119,75,Rainy,Lane 2,Notified
V20241102005317,D04425,VEH003191,LOC02051,C090,2024-11-02,22:09:54,Drunk Driving,7600,Critical,No,18,Female,Permanent,1,Bike,Yamaha,11,Petrol,Industrial Area,Siliguri,West Bengal,City Road,26.726366,88.396538,25,Clear,Lane 1,Dispatched
V20240411005318,D03250,VEH001377,LOC01498,C075,2024-04-11,16:56:10,No Helmet,600,Medium,No,36,Male,Permanent,2,Truck,Mahindra,5,Diesel,City Center,Jamnagar,Gujarat,City Road,22.467974,70.049896,55,Clear,Lane 2,Active
V20250815005319,D04193,VEH007950,LOC00735,C052,2025-08-15,17:39:12,Drunk Driving,4200,High,No,34,Male,Permanent,1,Bike,Honda,1,Petrol,Clock Tower Area,Shillong,Meghalaya,State Highway,25.572477,91.901472,56,Clear,Multiple Lanes,Dispatched
V20241012005320,D00527,VEH000359,LOC02727,C042,2024-10-12,07:16:35,No Helmet,900,Medium,No,44,Male,Permanent,1,Car,Hyundai,15,Petrol,New Colony,Gwalior,Madhya Pradesh,City Road,26.231828,78.172088,38,Clear,Lane 2,Dispatched
