driver_surrogate_key,driver_key,driver_age,driver_gender,license_type,previous_violations,age_group,offender_type
2113,D02940,26,Male,Permanent,1,26-35,Repeat
2114,D00491,33,Male,Permanent,0,26-35,First Time
2115,D04860,59,Male,Permanent,0,56-65,First Time
2116,D03444,18,Male,Learner,0,18-25,First Time
2117,D02175,33,Male,Permanent,1,26-35,Repeat
2118,D00390,66,Female,Learner,0,65+,First Time
2119,D02645,32,Female,Permanent,0,26-35,First Time
2120,D04598,29,Male,Permanent,1,26-35,Repeat
2121,D02085,20,Male,Permanent,4,18-25,Habitual
2122,D00659,23,Female,Permanent,1,18-25,Repeat
2123,D00733,35,Male,Permanent,1,26-35,Repeat
2124,D04209,31,Male,Permanent,0,26-35,First Time
2125,D01534,30,Female,Permanent,1,26-35,Repeat
2126,D01222,18,Male,Learner,0,18-25,First Time
2127,D04043,55,Male,Permanent,1,46-55,Repeat
2128,D03044,20,Male,No License,2,18-25,Repeat
2129,D00145,55,Male,Permanent,6,46-55,Habitual
2130,D02873,32,Male,Learner,0,26-35,First Time
2131,D04970,24,Male,Permanent,1,18-25,Repeat
2132,D00598,20,Male,Permanent,3,18-25,Habitual
2133,D04614,30,Male,Learner,0,26-35,First Time
2134,D03844,26,Male,Permanent,7,26-35,Habitual
2135,D02915,20,Male,No License,0,18-25,First Time
2136,D03355,52,Male,No License,1,46-55,Repeat
2137,D04537,31,Female,Permanent,0,26-35,First Time
2138,D00270,32,Male,No License,2,26-35,Repeat
2139,D01385,41,Male,Permanent,4,36-45,Habitual
2140,D03747,66,Male,No License,0,65+,First Time
2141,D01665,25,Male,Permanent,1,18-25,Repeat
2142,D01692,35,Female,Permanent,1,26-35,Repeat
2143,D01039,34,Male,Permanent,0,26-35,First Time
2144,D04246,35,Male,Permanent,0,26-35,First Time
2145,D01456,34,Female,Permanent,1,26-35,Repeat
2146,D00735,61,Male,Permanent,1,56-65,Repeat
2147,D04610,18,Male,No License,0,18-25,First Time
2148,D02718,34,Male,Permanent,0,26-35,First Time
2149,D01458,27,Male,Permanent,5,26-35,Habitual
2150,D03582,31,Male,International,0,26-35,First Time
2151,D02476,26,Female,Permanent,4,26-35,Habitual
2152,D04310,27,Male,No License,0,26-35,First Time
2153,D01169,30,Male,Permanent,0,26-35,First Time
2154,D00988,34,Female,Learner,0,26-35,First Time
2155,D02228,27,Male,Permanent,0,26-35,First Time
2156,D00221,63,Male,Permanent,3,56-65,Habitual
2157,D03952,65,Male,Permanent,0,56-65,First Time
2158,D00518,31,Male,No License,0,26-35,First Time
2159,D01864,33,Female,No License,1,26-35,Repeat
2160,D03002,40,Male,International,6,36-45,Habitual
2161,D04334,45,Male,Permanent,0,36-45,First Time
2162,D01213,69,Male,Permanent,1,65+,Repeat
2163,D02458,40,Male,Permanent,0,36-45,First Time
2164,D00291,23,Female,Learner,1,18-25,Repeat
2165,D01023,25,Male,Permanent,0,18-25,First Time
2166,D02401,58,Male,Permanent,0,56-65,First Time
2167,D02407,44,Male,Permanent,0,36-45,First Time
2168,D00828,30,Male,Permanent,4,26-35,Habitual
2169,D02445,55,Female,No License,5,46-55,Habitual
2170,D03676,47,Male,Learner,2,46-55,Repeat
2171,D03671,18,Male,Permanent,7,18-25,Habitual
2172,D04824,19,Male,Learner,1,18-25,Repeat
2173,D00554,35,Male,Permanent,0,26-35,First Time
2174,D00853,45,Male,No License,4,36-45,Habitual
2175,D04156,35,Male,Learner,0,26-35,First Time
2176,D01866,22,Male,Permanent,1,18-25,Repeat
2177,D02346,36,Male,International,0,36-45,First Time
2178,D00384,18,Male,Permanent,1,18-25,Repeat
2179,D04694,36,Male,Permanent,0,36-45,First Time
2180,D01180,37,Male,Permanent,0,36-45,First Time
2181,D01573,20,Male,Learner,0,18-25,First Time
2182,D02903,40,Male,Permanent,1,36-45,Repeat
2183,D02519,24,Male,Permanent,1,18-25,Repeat
2184,D03258,41,Male,Permanent,0,36-45,First Time
2185,D01820,27,Male,Permanent,1,26-35,Repeat
2186,D04300,25,Male,Permanent,0,18-25,First Time
2187,D04369,28,Male,Learner,6,26-35,Habitual
2188,D04158,33,Male,Permanent,0,26-35,First Time
2189,D01997,20,Male,Permanent,1,18-25,Repeat
2190,D00821,32,Female,Learner,1,26-35,Repeat
2191,D03076,25,Male,Permanent,3,18-25,Habitual
2192,D00921,30,Male,Permanent,0,26-35,First Time
2193,D04450,27,Male,International,2,26-35,Repeat
2194,D01661,62,Male,Permanent,0,56-65,First Time
2195,D04454,40,Male,Permanent,1,36-45,Repeat
2196,D02755,30,Female,Permanent,5,26-35,Habitual
2197,D03084,23,Female,Permanent,0,18-25,First Time
2198,D02808,60,Male,Permanent,1,56-65,Repeat
2199,D01205,24,Male,Permanent,2,18-25,Repeat
2200,D01800,18,Female,Permanent,0,18-25,First Time
2201,D04724,38,Male,Permanent,1,36-45,Repeat
2202,D04848,38,Male,Permanent,4,36-45,Habitual
2203,D04943,26,Male,International,2,26-35,Repeat
2204,D03656,37,Male,Permanent,1,36-45,Repeat
2205,D01042,30,Male,Permanent,0,26-35,First Time
2206,D02504,39,Male,Learner,4,36-45,Habitual
2207,D04736,43,Male,Permanent,1,36-45,Repeat
2208,D00490,27,Female,Permanent,2,26-35,Repeat
2209,D03391,23,Male,Permanent,2,18-25,Repeat
2210,D02388,35,Male,Permanent,1,26-35,Repeat
2211,D02607,29,Female,Permanent,0,26-35,First Time
2212,D00172,19,Male,Learner,0,18-25,First Time
2213,D02008,20,Male,Permanent,0,18-25,First Time
2214,D03378,41,Male,Permanent,0,36-45,First Time
2215,D04945,37,Male,International,1,36-45,Repeat
2216,D00429,28,Male,Permanent,0,26-35,First Time
2217,D01027,68,Male,Learner,0,65+,First Time
2218,D04023,27,Male,Learner,1,26-35,Repeat
2219,D03100,40,Male,No License,1,36-45,Repeat
2220,D00024,26,Male,Permanent,0,26-35,First Time
2221,D04274,19,Female,Permanent,0,18-25,First Time
2222,D01560,50,Male,Permanent,0,46-55,First Time
2223,D02379,41,Female,Permanent,0,36-45,First Time
2224,D04367,24,Male,Permanent,0,18-25,First Time
2225,D04243,43,Male,Permanent,0,36-45,First Time
2226,D02713,29,Male,Permanent,0,26-35,First Time
2227,D02723,20,Male,Permanent,0,18-25,First Time
2228,D00379,20,Male,Permanent,0,18-25,First Time
2229,D00282,70,Female,Permanent,0,65+,First Time
2230,D03133,20,Male,Permanent,0,18-25,First Time
2231,D00915,30,Female,Learner,1,26-35,Repeat
2232,D02031,32,Female,Learner,1,26-35,Repeat
2233,D03915,21,Male,Learner,0,18-25,First Time
2234,D02091,25,Male,No License,2,18-25,Repeat
2235,D00197,55,Male,Permanent,0,46-55,First Time
2236,D00745,19,Male,Permanent,2,18-25,Repeat
2237,D04651,34,Male,Learner,1,26-35,Repeat
2238,D04792,21,Male,Permanent,0,18-25,First Time
2239,D03638,47,Male,Permanent,0,46-55,First Time
2240,D03986,55,Male,Permanent,1,46-55,Repeat
2241,D00512,34,Male,Permanent,3,26-35,Habitual
2242,D02125,59,Male,Permanent,2,56-65,Repeat
2243,D02551,40,Female,No License,1,36-45,Repeat
2244,D01687,19,Male,Permanent,0,18-25,First Time
2245,D00800,19,Male,International,2,18-25,Repeat
2246,D02087,32,Female,Permanent,1,26-35,Repeat
2247,D02074,19,Male,Learner,1,18-25,Repeat
2248,D00096,19,Male,Permanent,0,18-25,First Time
2249,D02257,28,Male,Permanent,1,26-35,Repeat
2250,D04231,68,Male,Permanent,2,65+,Repeat
2251,D04802,66,Male,Permanent,0,65+,First Time
2252,D00872,41,Male,Learner,1,36-45,Repeat
2253,D01875,47,Male,Permanent,1,46-55,Repeat
2254,D01676,40,Male,Permanent,2,36-45,Repeat
2255,D03514,34,Male,Learner,1,26-35,Repeat
2256,D03087,28,Male,No License,0,26-35,First Time
2257,D00130,49,Male,Permanent,0,46-55,First Time
2258,D00567,20,Male,Permanent,3,18-25,Habitual
2259,D02974,25,Female,Permanent,0,18-25,First Time
2260,D02328,36,Male,Permanent,0,36-45,First Time
2261,D01432,21,Male,Learner,0,18-25,First Time
2262,D01425,35,Male,Permanent,0,26-35,First Time
2263,D01879,34,Male,Permanent,0,26-35,First Time
2264,D00763,30,Female,Permanent,2,26-35,Repeat
2265,D02649,20,Female,Learner,6,18-25,Habitual
2266,D01511,20,Female,Permanent,2,18-25,Repeat
2267,D04316,48,Male,Permanent,0,46-55,First Time
2268,D01233,30,Male,International,1,26-35,Repeat
2269,D00406,40,Male,Permanent,0,36-45,First Time
2270,D04267,30,Female,Permanent,0,26-35,First Time
2271,D00747,23,Male,Permanent,1,18-25,Repeat
2272,D03449,51,Male,International,2,46-55,Repeat
2273,D02356,36,Male,Permanent,2,36-45,Repeat
2274,D04244,34,Male,Learner,1,26-35,Repeat
2275,D04898,44,Male,Permanent,2,36-45,Repeat
2276,D01197,22,Male,No License,2,18-25,Repeat
2277,D01086,30,Male,Permanent,0,26-35,First Time
2278,D04683,31,Female,Permanent,0,26-35,First Time
2279,D04650,50,Male,International,1,46-55,Repeat
2280,D04987,29,Male,Permanent,2,26-35,Repeat
2281,D03734,29,Male,Permanent,0,26-35,First Time
2282,D02121,35,Male,Learner,0,26-35,First Time
2283,D00970,19,Male,Learner,1,18-25,Repeat
2284,D02688,21,Male,Learner,0,18-25,First Time
2285,D01945,28,Male,Permanent,1,26-35,Repeat
2286,D01057,22,Male,Permanent,1,18-25,Repeat
2287,D04529,30,Male,Permanent,1,26-35,Repeat
2288,D02117,42,Female,Permanent,5,36-45,Habitual
2289,D00031,33,Male,Permanent,0,26-35,First Time
2290,D04609,23,Male,Permanent,2,18-25,Repeat
2291,D01910,20,Male,Permanent,1,18-25,Repeat
2292,D03912,23,Male,Permanent,2,18-25,Repeat
2293,D03068,29,Male,Permanent,0,26-35,First Time
2294,D02120,31,Male,Permanent,1,26-35,Repeat
2295,D03143,19,Male,Permanent,0,18-25,First Time
2296,D04664,30,Male,Permanent,1,26-35,Repeat
2297,D01983,31,Male,Permanent,7,26-35,Habitual
2298,D01958,56,Female,Permanent,2,56-65,Repeat
2299,D04212,41,Male,Permanent,0,36-45,First Time
2300,D03619,26,Female,Learner,2,26-35,Repeat
2301,D00723,58,Female,Permanent,1,56-65,Repeat
2302,D01556,34,Male,Permanent,0,26-35,First Time
2303,D04572,41,Male,Permanent,0,36-45,First Time
2304,D00966,20,Male,Permanent,2,18-25,Repeat
2305,D04095,29,Female,Permanent,0,26-35,First Time
2306,D00013,27,Male,International,0,26-35,First Time
2307,D02046,20,Female,Permanent,0,18-25,First Time
2308,D03195,22,Male,Permanent,1,18-25,Repeat
2309,D04087,58,Male,Permanent,0,56-65,First Time
2310,D03016,33,Female,Permanent,1,26-35,Repeat
2311,D01735,41,Male,Permanent,0,36-45,First Time
2312,D00285,34,Male,Permanent,1,26-35,Repeat
2313,D03385,41,Male,Permanent,2,36-45,Repeat
2314,D03564,37,Male,Permanent,0,36-45,First Time
2315,D03534,28,Male,Permanent,0,26-35,First Time
2316,D04818,30,Female,No License,0,26-35,First Time
2317,D02201,20,Male,No License,0,18-25,First Time
2318,D01246,27,Male,Learner,1,26-35,Repeat
2319,D04942,30,Male,Permanent,0,26-35,First Time
2320,D01796,28,Male,Learner,0,26-35,First Time
2321,D04845,42,Male,Learner,2,36-45,Repeat
2322,D00138,35,Male,Permanent,2,26-35,Repeat
2323,D04013,54,Male,Permanent,1,46-55,Repeat
2324,D00336,19,Male,Permanent,0,18-25,First Time
2325,D00236,24,Female,Learner,1,18-25,Repeat
2326,D00086,52,Male,Permanent,2,46-55,Repeat
2327,D01021,35,Male,Permanent,1,26-35,Repeat
2328,D03699,46,Female,No License,2,46-55,Repeat
2329,D00391,41,Male,Permanent,4,36-45,Habitual
2330,D01623,30,Male,Permanent,2,26-35,Repeat
2331,D00738,32,Female,Permanent,0,26-35,First Time
2332,D01294,33,Male,Permanent,1,26-35,Repeat
2333,D03214,22,Male,Permanent,5,18-25,Habitual
2334,D02078,40,Male,Learner,0,36-45,First Time
2335,D01234,24,Male,Permanent,0,18-25,First Time
2336,D01440,24,Male,Permanent,0,18-25,First Time
2337,D01823,57,Male,No License,0,56-65,First Time
2338,D03905,23,Male,Permanent,2,18-25,Repeat
2339,D04377,30,Male,Permanent,6,26-35,Habitual
2340,D03361,20,Male,Learner,2,18-25,Repeat
2341,D00940,49,Female,Permanent,2,46-55,Repeat
2342,D04733,28,Male,Permanent,0,26-35,First Time
2343,D04139,33,Male,Learner,0,26-35,First Time
2344,D03120,38,Female,Learner,2,36-45,Repeat
2345,D01105,37,Male,Learner,6,36-45,Habitual
2346,D04050,21,Male,Permanent,0,18-25,First Time
2347,D02302,31,Male,Permanent,2,26-35,Repeat
2348,D04263,32,Male,Permanent,2,26-35,Repeat
2349,D04281,34,Male,Permanent,0,26-35,First Time
2350,D03306,21,Male,Permanent,0,18-25,First Time
2351,D02644,21,Male,Permanent,3,18-25,Habitual
2352,D00808,19,Male,Permanent,1,18-25,Repeat
2353,D02526,35,Male,Permanent,0,26-35,First Time
2354,D03243,39,Female,Permanent,0,36-45,First Time
2355,D03893,35,Male,Permanent,1,26-35,Repeat
2356,D00275,29,Male,Permanent,2,26-35,Repeat
2357,D00148,26,Male,Permanent,1,26-35,Repeat
2358,D01031,23,Male,Permanent,0,18-25,First Time
2359,D01905,33,Female,Permanent,1,26-35,Repeat
2360,D04643,29,Female,Learner,2,26-35,Repeat
2361,D00466,21,Male,Permanent,1,18-25,Repeat
2362,D02435,33,Female,Permanent,2,26-35,Repeat
2363,D00083,20,Male,Permanent,0,18-25,First Time
2364,D02643,34,Male,Permanent,1,26-35,Repeat
2365,D03082,20,Male,Learner,1,18-25,Repeat
2366,D03295,25,Male,Learner,0,18-25,First Time
2367,D04357,24,Male,Learner,2,18-25,Repeat
2368,D04821,59,Female,Permanent,0,56-65,First Time
2369,D02568,38,Male,Permanent,1,36-45,Repeat
2370,D02671,22,Male,Permanent,1,18-25,Repeat
2371,D02509,50,Male,Permanent,0,46-55,First Time
2372,D00760,27,Male,Permanent,3,26-35,Habitual
2373,D04729,45,Male,Permanent,0,36-45,First Time
2374,D04222,18,Female,Permanent,0,18-25,First Time
2375,D03458,22,Female,Learner,2,18-25,Repeat
2376,D03252,52,Male,Permanent,1,46-55,Repeat
2377,D01235,24,Male,Permanent,0,18-25,First Time
2378,D01498,46,Male,Permanent,2,46-55,Repeat
2379,D03668,25,Male,Permanent,0,18-25,First Time
2380,D03929,19,Male,Permanent,0,18-25,First Time
2381,D00811,36,Female,Learner,2,36-45,Repeat
2382,D02486,55,Female,Learner,0,46-55,First Time
2383,D01306,39,Female,Permanent,2,36-45,Repeat
2384,D03787,30,Male,Permanent,1,26-35,Repeat
2385,D00177,47,Male,Permanent,0,46-55,First Time
2386,D04594,48,Female,Permanent,0,46-55,First Time
2387,D00193,40,Male,Permanent,0,36-45,First Time
2388,D04218,31,Male,Permanent,2,26-35,Repeat
2389,D04534,23,Male,Permanent,1,18-25,Repeat
2390,D00376,47,Male,Permanent,1,46-55,Repeat
2391,D00385,40,Female,Permanent,1,36-45,Repeat
2392,D04091,29,Male,Permanent,0,26-35,First Time
2393,D03085,51,Male,Permanent,1,46-55,Repeat
2394,D03646,32,Male,Learner,1,26-35,Repeat
2395,D04951,40,Female,Learner,3,36-45,Habitual
2396,D01460,31,Female,International,0,26-35,First Time
2397,D02274,58,Male,No License,0,56-65,First Time
2398,D04051,27,Male,Permanent,3,26-35,Habitual
2399,D00165,30,Male,Permanent,7,26-35,Habitual
2400,D02377,18,Male,Permanent,2,18-25,Repeat
2401,D00544,40,Male,Learner,2,36-45,Repeat
2402,D01652,28,Male,Learner,0,26-35,First Time
2403,D03868,49,Male,Permanent,0,46-55,First Time
2404,D02955,38,Male,Learner,0,36-45,First Time
2405,D01803,28,Male,Learner,0,26-35,First Time
2406,D00664,24,Male,Permanent,0,18-25,First Time
2407,D01715,35,Male,Permanent,1,26-35,Repeat
2408,D01090,20,Male,Permanent,0,18-25,First Time
2409,D00078,30,Female,No License,0,26-35,First Time
2410,D00358,24,Male,Permanent,0,18-25,First Time
2411,D03588,41,Male,Permanent,7,36-45,Habitual
2412,D03140,26,Female,Permanent,0,26-35,First Time
2413,D02151,43,Male,Permanent,0,36-45,First Time
2414,D02007,51,Male,Permanent,1,46-55,Repeat
2415,D03054,64,Male,Learner,0,56-65,First Time
2416,D03139,26,Female,Permanent,0,26-35,First Time
2417,D03190,31,Male,Permanent,1,26-35,Repeat
2418,D02182,23,Male,Permanent,0,18-25,First Time
2419,D04198,46,Male,No License,0,46-55,First Time
2420,D04882,55,Male,Permanent,0,46-55,First Time
2421,D00228,18,Male,Permanent,0,18-25,First Time
2422,D02318,67,Male,Permanent,2,65+,Repeat
2423,D04843,35,Male,Learner,5,26-35,Habitual
2424,D02658,36,Male,Permanent,2,36-45,Repeat
2425,D02778,20,Male,Permanent,2,18-25,Repeat
2426,D01351,30,Female,Permanent,0,26-35,First Time
2427,D02694,28,Male,No License,2,26-35,Repeat
2428,D04617,33,Male,Permanent,0,26-35,First Time
2429,D03359,36,Male,Permanent,0,36-45,First Time
2430,D00412,19,Male,Permanent,0,18-25,First Time
2431,D03240,43,Female,Permanent,0,36-45,First Time
2432,D01747,66,Male,Permanent,0,65+,First Time
2433,D04505,40,Male,Permanent,0,36-45,First Time
2434,D04459,55,Male,Permanent,0,46-55,First Time
2435,D01392,30,Male,Permanent,0,26-35,First Time
2436,D02208,45,Male,Permanent,0,36-45,First Time
2437,D03645,43,Female,Permanent,0,36-45,First Time
2438,D02018,25,Male,International,1,18-25,Repeat
2439,D01806,23,Male,Permanent,0,18-25,First Time
2440,D00761,27,Male,Permanent,2,26-35,Repeat
2441,D01903,30,Male,No License,1,26-35,Repeat
2442,D03185,55,Male,Learner,2,46-55,Repeat
2443,D02825,26,Male,Learner,1,26-35,Repeat
2444,D04121,32,Male,Permanent,2,26-35,Repeat
2445,D00423,30,Male,Learner,1,26-35,Repeat
2446,D02152,18,Male,Learner,1,18-25,Repeat
2447,D00331,30,Male,Learner,0,26-35,First Time
2448,D02904,19,Male,Permanent,1,18-25,Repeat
2449,D03062,39,Male,Permanent,5,36-45,Habitual
2450,D04196,59,Male,Permanent,0,56-65,First Time
2451,D01507,35,Male,Permanent,1,26-35,Repeat
2452,D03664,28,Male,No License,1,26-35,Repeat
2453,D04660,50,Male,Permanent,1,46-55,Repeat
2454,D01326,63,Male,Permanent,0,56-65,First Time
2455,D00720,31,Male,Learner,0,26-35,First Time
2456,D03434,37,Male,Permanent,1,36-45,Repeat
2457,D03399,38,Female,Learner,2,36-45,Repeat
2458,D01929,28,Male,No License,1,26-35,Repeat
2459,D04419,30,Female,Permanent,0,26-35,First Time
2460,D01122,19,Female,Permanent,0,18-25,First Time
2461,D03141,48,Male,Permanent,0,46-55,First Time
2462,D01280,40,Male,Permanent,0,36-45,First Time
2463,D03641,41,Male,Permanent,0,36-45,First Time
2464,D04306,20,Female,Permanent,7,18-25,Habitual
2465,D04705,37,Male,Permanent,2,36-45,Repeat
2466,D02785,41,Male,Learner,1,36-45,Repeat
2467,D01040,19,Male,Permanent,2,18-25,Repeat
2468,D02330,27,Male,Learner,0,26-35,First Time
2469,D04974,30,Male,Learner,0,26-35,First Time
2470,D01549,32,Female,Learner,2,26-35,Repeat
2471,D01629,20,Male,Permanent,0,18-25,First Time
2472,D04897,50,Female,Learner,0,46-55,First Time
2473,D00278,31,Male,Permanent,2,26-35,Repeat
2474,D02886,31,Male,Permanent,1,26-35,Repeat
2475,D01884,43,Male,No License,7,36-45,Habitual
2476,D02738,63,Male,International,0,56-65,First Time
2477,D02741,38,Male,Permanent,4,36-45,Habitual
2478,D01790,37,Female,No License,0,36-45,First Time
2479,D03873,41,Male,Learner,0,36-45,First Time
2480,D00611,31,Male,Learner,0,26-35,First Time
2481,D00703,29,Male,Learner,1,26-35,Repeat
2482,D00377,56,Male,International,0,56-65,First Time
2483,D00140,68,Male,Permanent,0,65+,First Time
2484,D03648,28,Male,Permanent,0,26-35,First Time
2485,D02998,38,Male,Permanent,1,36-45,Repeat
2486,D01612,35,Male,Permanent,0,26-35,First Time
2487,D02865,29,Male,Permanent,0,26-35,First Time
2488,D04558,20,Male,Permanent,0,18-25,First Time
2489,D00443,27,Male,Learner,0,26-35,First Time
2490,D00864,20,Male,Learner,1,18-25,Repeat
2491,D03074,23,Male,International,0,18-25,First Time
2492,D04305,21,Male,No License,4,18-25,Habitual
2493,D00724,45,Male,Permanent,2,36-45,Repeat
2494,D00527,40,Male,Permanent,1,36-45,Repeat
2495,D00917,55,Male,Permanent,1,46-55,Repeat
2496,D01078,20,Male,Permanent,2,18-25,Repeat
2497,D03910,18,Male,Permanent,0,18-25,First Time
2498,D02651,28,Male,Permanent,0,26-35,First Time
2499,D01435,40,Male,Permanent,0,36-45,First Time
2500,D02044,37,Male,Permanent,0,36-45,First Time
2501,D02231,33,Male,Learner,0,26-35,First Time
2502,D00105,32,Male,Learner,2,26-35,Repeat
2503,D01679,33,Male,Permanent,0,26-35,First Time
2504,D04324,32,Male,Permanent,0,26-35,First Time
2505,D03430,21,Female,Permanent,0,18-25,First Time
2506,D04573,36,Male,Permanent,1,36-45,Repeat
2507,D00661,21,Male,Learner,2,18-25,Repeat
2508,D04563,26,Male,Learner,1,26-35,Repeat
2509,D01768,30,Male,Learner,0,26-35,First Time
2510,D01539,19,Male,Permanent,0,18-25,First Time
2511,D02041,52,Male,No License,0,46-55,First Time
2512,D00337,20,Male,Permanent,1,18-25,Repeat
2513,D02926,32,Female,Permanent,4,26-35,Habitual
2514,D03761,30,Male,Learner,1,26-35,Repeat
2515,D03950,27,Male,No License,2,26-35,Repeat
2516,D04741,34,Female,Permanent,1,26-35,Repeat
2517,D02669,41,Male,Permanent,7,36-45,Habitual
2518,D00690,33,Male,Permanent,0,26-35,First Time
2519,D03692,34,Female,Permanent,4,26-35,Habitual
2520,D03207,22,Male,Permanent,0,18-25,First Time
2521,D00981,27,Female,Permanent,1,26-35,Repeat
2522,D03150,26,Male,Permanent,0,26-35,First Time
2523,D02805,30,Male,Permanent,1,26-35,Repeat
2524,D01816,45,Female,Permanent,0,36-45,First Time
2525,D03903,35,Male,Permanent,1,26-35,Repeat
2526,D04948,69,Female,No License,0,65+,First Time
2527,D00329,20,Male,No License,3,18-25,Habitual
2528,D04748,20,Male,Permanent,0,18-25,First Time
2529,D04637,18,Male,Permanent,2,18-25,Repeat
2530,D04333,23,Female,Permanent,0,18-25,First Time
2531,D00574,47,Male,No License,1,46-55,Repeat
2532,D04655,39,Male,Permanent,0,36-45,First Time
2533,D02587,24,Female,No License,0,18-25,First Time
2534,D04822,28,Male,Learner,0,26-35,First Time
2535,D04965,53,Male,Permanent,1,46-55,Repeat
2536,D04151,40,Male,Permanent,1,36-45,Repeat
2537,D01075,33,Male,International,4,26-35,Habitual
2538,D02941,46,Male,Permanent,4,46-55,Habitual
2539,D04615,24,Male,Permanent,0,18-25,First Time
2540,D02511,18,Female,Permanent,4,18-25,Habitual
2541,D01022,22,Male,Permanent,0,18-25,First Time
2542,D03017,35,Female,Permanent,0,26-35,First Time
2543,D02371,23,Male,Permanent,0,18-25,First Time
2544,D00941,19,Female,No License,3,18-25,Habitual
2545,D00601,33,Female,International,0,26-35,First Time
2546,D01017,65,Male,Learner,1,56-65,Repeat
2547,D02403,19,Female,Learner,0,18-25,First Time
2548,D04734,20,Male,Learner,2,18-25,Repeat
2549,D03425,53,Male,Learner,1,46-55,Repeat
2550,D00442,40,Male,No License,6,36-45,Habitual
2551,D01732,30,Male,Permanent,0,26-35,First Time
2552,D02605,42,Female,Permanent,0,36-45,First Time
2553,D03379,58,Male,Permanent,2,56-65,Repeat
2554,D00788,33,Male,Learner,0,26-35,First Time
2555,D02854,59,Female,Permanent,1,56-65,Repeat
2556,D02119,18,Male,Permanent,0,18-25,First Time
2557,D02293,42,Female,Permanent,0,36-45,First Time
2558,D03453,53,Male,No License,0,46-55,First Time
2559,D02925,20,Male,Permanent,0,18-25,First Time
2560,D02894,30,Female,Permanent,2,26-35,Repeat
2561,D02355,27,Male,Permanent,2,26-35,Repeat
2562,D03996,26,Female,Learner,0,26-35,First Time
2563,D04270,33,Male,Permanent,3,26-35,Habitual
2564,D03340,33,Male,Permanent,2,26-35,Repeat
2565,D04170,37,Male,Permanent,1,36-45,Repeat
2566,D02953,34,Male,Permanent,0,26-35,First Time
2567,D00425,22,Male,Permanent,1,18-25,Repeat
2568,D00450,53,Male,Permanent,1,46-55,Repeat
2569,D04625,20,Male,No License,0,18-25,First Time
2570,D01696,35,Male,Permanent,2,26-35,Repeat
2571,D01000,43,Female,Permanent,0,36-45,First Time
2572,D02035,52,Male,Permanent,0,46-55,First Time
2573,D04439,30,Male,Permanent,3,26-35,Habitual
2574,D00175,38,Female,Learner,1,36-45,Repeat
2575,D03708,20,Female,Permanent,0,18-25,First Time
2576,D00726,33,Male,Permanent,0,26-35,First Time
2577,D03182,68,Male,Permanent,1,65+,Repeat
2578,D01841,63,Female,Learner,2,56-65,Repeat
2579,D01552,40,Male,Permanent,0,36-45,First Time
2580,D00797,59,Male,Permanent,0,56-65,First Time
2581,D02418,53,Male,No License,1,46-55,Repeat
2582,D00445,34,Male,Learner,0,26-35,First Time
2583,D00149,18,Male,Permanent,0,18-25,First Time
2584,D00018,38,Male,Permanent,1,36-45,Repeat
2585,D04201,20,Male,Learner,1,18-25,Repeat
2586,D00235,41,Male,Permanent,2,36-45,Repeat
2587,D00500,35,Male,Learner,1,26-35,Repeat
2588,D00075,38,Male,Permanent,2,36-45,Repeat
2589,D02776,43,Male,Permanent,1,36-45,Repeat
2590,D04577,31,Female,No License,1,26-35,Repeat
2591,D00540,24,Female,Permanent,5,18-25,Habitual
2592,D03508,50,Female,Permanent,0,46-55,First Time
2593,D00896,24,Male,Learner,0,18-25,First Time
2594,D01096,50,Male,No License,4,46-55,Habitual
2595,D03904,33,Male,Permanent,0,26-35,First Time
2596,D02868,36,Female,Permanent,0,36-45,First Time
2597,D00290,43,Male,International,1,36-45,Repeat
2598,D00200,29,Male,Permanent,0,26-35,First Time
2599,D01136,40,Male,Learner,0,36-45,First Time
2600,D03316,23,Female,Learner,1,18-25,Repeat
2601,D00784,33,Male,Permanent,1,26-35,Repeat
2602,D02272,20,Male,Permanent,0,18-25,First Time
2603,D04768,25,Male,Learner,0,18-25,First Time
2604,D03015,30,Male,Learner,0,26-35,First Time
2605,D03375,30,Male,International,0,26-35,First Time
2606,D01878,26,Male,Permanent,0,26-35,First Time
2607,D04536,56,Male,International,1,56-65,Repeat
2608,D01971,40,Female,Permanent,0,36-45,First Time
2609,D02479,24,Male,Permanent,0,18-25,First Time
2610,D01366,26,Male,Permanent,1,26-35,Repeat
2611,D04864,18,Female,Learner,0,18-25,First Time
2612,D00052,54,Female,Learner,0,46-55,First Time
2613,D00960,37,Male,Permanent,2,36-45,Repeat
2614,D03871,28,Male,Permanent,1,26-35,Repeat
2615,D01801,30,Male,Permanent,0,26-35,First Time
2616,D02048,43,Male,International,0,36-45,First Time
2617,D03710,62,Female,Permanent,2,56-65,Repeat
2618,D04315,19,Male,Permanent,1,18-25,Repeat
2619,D03880,18,Male,Permanent,0,18-25,First Time
2620,D01302,26,Male,No License,1,26-35,Repeat
2621,D03265,38,Male,Permanent,7,36-45,Habitual
2622,D03524,19,Male,No License,0,18-25,First Time
2623,D04517,20,Male,Permanent,4,18-25,Habitual
2624,D01076,41,Male,No License,4,36-45,Habitual
2625,D03234,30,Female,Permanent,2,26-35,Repeat
2626,D03939,20,Male,No License,1,18-25,Repeat
2627,D01830,36,Male,Permanent,1,36-45,Repeat
2628,D00841,20,Male,Permanent,0,18-25,First Time
